harvest,location,point,spp,sup_short,sup_med,sup_tall,sup_sapl,exp_short,exp_med,exp_tall,exp_sapl
gas_line,perimeter,817,wa,0,0,0,0,1012.8358482059843,0,0,0
gas_line,perimeter,818,ro,1012.8358482059843,0,0,0,0,0,0,0
gas_line,perimeter,818,sb,0,0,0,0,0,770.317931218885,0,0
gas_line,perimeter,818,wa,1012.8358482059843,0,0,0,0,0,0,0
gas_line,perimeter,819,ro,1012.8358482059843,0,0,0,0,0,0,0
gas_line,perimeter,819,sb,0,0,0,0,0,770.317931218885,0,0
gas_line,perimeter,820,ro,2025.6716964119687,0,0,0,0,0,0,0
gas_line,perimeter,823,wa,2025.6716964119687,0,0,0,1012.8358482059843,0,0,0
gas_line,perimeter,824,wa,1012.8358482059843,0,0,0,0,0,0,0
gas_line,perimeter,826,rm,1012.8358482059843,0,0,0,0,0,0,0
gas_line,perimeter,826,ro,0,0,0,0,1012.8358482059843,0,0,0
gas_line,perimeter,827,rm,0,0,0,0,3038.507544617953,0,0,0
gas_line,perimeter,829,ro,0,0,0,0,1012.8358482059843,0,0,0
gas_line,perimeter,829,wa,0,0,0,0,1012.8358482059843,0,0,0
gas_line,perimeter,830,rm,4051.3433928239374,0,0,0,2025.6716964119687,2696.1127592660973,0,0
gas_line,perimeter,831,rm,3038.507544617953,0,0,0,3038.507544617953,0,0,0
gas_line,perimeter,832,rm,0,0,0,0,2025.6716964119687,0,0,0
gas_line,perimeter,834,rm,0,0,0,0,5064.179241029922,0,0,0
gas_line,perimeter,835,bc,0,0,0,0,1012.8358482059843,770.317931218885,0,0
gas_line,perimeter,835,rm,0,0,0,0,0,385.1589656094425,0,0
gas_line,perimeter,835,sm,0,0,0,0,5064.179241029922,385.1589656094425,0,0
gas_line,perimeter,835,wa,0,0,0,0,1012.8358482059843,1540.63586243777,0,0
red_pine,control,746,sb,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,747,sb,0,0,0,0,2025.6716964119687,0,0,0
red_pine,control,748,sb,0,0,0,0,2025.6716964119687,0,0,0
red_pine,control,750,sb,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,752,co,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,752,sb,0,0,0,0,2025.6716964119687,0,0,0
red_pine,control,753,sb,0,0,0,0,2025.6716964119687,0,0,0
red_pine,control,754,sb,0,0,0,0,7089.85093744189,0,0,0
red_pine,control,755,sb,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,756,sb,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,758,sb,1012.8358482059843,0,0,0,9115.52263385386,0,0,0
red_pine,control,761,rm,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,761,sb,0,0,0,0,2025.6716964119687,0,0,0
red_pine,control,762,rm,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,762,sb,1012.8358482059843,0,0,0,2025.6716964119687,0,0,0
red_pine,control,763,co,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,763,sb,0,0,0,0,6077.015089235906,0,0,0
red_pine,control,763,wa,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,764,sb,0,0,0,0,4051.3433928239374,0,0,0
red_pine,control,766,co,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,766,sb,0,0,0,0,3038.507544617953,0,0,0
red_pine,control,767,wa,0,0,0,0,3038.507544617953,0,0,0
red_pine,control,768,rm,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,768,sb,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,769,rm,0,0,0,0,2025.6716964119687,0,0,0
red_pine,control,769,sb,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,770,bc,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,770,rm,0,0,0,0,2025.6716964119687,0,0,0
red_pine,control,770,sb,0,0,0,0,4051.3433928239374,0,0,0
red_pine,control,771,rm,2025.6716964119687,0,0,0,2025.6716964119687,0,0,0
red_pine,control,771,ro,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,771,sb,1012.8358482059843,0,0,0,0,0,0,0
red_pine,control,771,wa,3038.507544617953,0,0,0,0,0,0,0
red_pine,control,772,ro,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,773,ro,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,774,ro,0,0,0,0,2025.6716964119687,0,0,0
red_pine,control,775,rm,0,0,0,0,1012.8358482059843,0,0,0
red_pine,control,775,ro,0,0,0,0,1012.8358482059843,0,0,0
red_pine,interior,334,ro,0,0,0,0,1012.8358482059843,385.1589656094425,0,0
red_pine,interior,334,sb,0,0,0,0,4051.3433928239374,0,0,0
red_pine,interior,335,bc,2025.6716964119687,0,0,0,0,0,0,0
red_pine,interior,335,wa,2025.6716964119687,0,0,0,0,0,0,0
red_pine,interior,336,bc,0,0,0,0,0,385.1589656094425,0,0
red_pine,interior,336,rm,2025.6716964119687,0,0,0,0,0,0,0
red_pine,interior,336,sb,1012.8358482059843,0,0,0,0,0,0,0
red_pine,interior,336,wa,0,0,0,0,1012.8358482059843,385.1589656094425,0,0
red_pine,interior,337,rm,0,0,0,0,8102.686785647875,385.1589656094425,0,0
red_pine,interior,338,rm,0,0,0,0,20256.71696411969,0,0,0
red_pine,interior,338,sm,0,0,0,0,1012.8358482059843,0,0,0
red_pine,interior,338,wa,0,0,0,0,4051.3433928239374,0,0,0
red_pine,interior,339,rm,0,0,0,0,0,385.1589656094425,0,0
red_pine,interior,339,ro,0,0,0,0,2025.6716964119687,0,0,0
red_pine,interior,339,wa,0,0,0,0,4051.3433928239374,0,0,0
red_pine,interior,339,wo,0,0,0,0,1012.8358482059843,0,0,0
red_pine,interior,340,co,0,0,0,0,3038.507544617953,0,0,0
red_pine,interior,340,rm,12154.030178471812,0,0,0,0,0,0,0
red_pine,interior,340,ro,0,0,0,0,1012.8358482059843,770.317931218885,0,0
red_pine,interior,340,wa,3038.507544617953,0,0,0,6077.015089235906,2696.1127592660973,0,0
red_pine,interior,340,wp,1012.8358482059843,0,0,0,0,0,0,0
red_pine,interior,341,rm,0,0,0,0,1012.8358482059843,0,0,0
red_pine,interior,343,wa,1012.8358482059843,0,0,0,0,0,0,0
red_pine,interior,344,rm,1012.8358482059843,0,0,0,1012.8358482059843,0,0,385.1589656094425
red_pine,interior,344,sb,0,0,0,0,2025.6716964119687,385.1589656094425,0,0
red_pine,interior,345,rm,0,0,0,0,7089.85093744189,0,0,0
red_pine,interior,345,wa,0,0,0,0,3038.507544617953,0,0,0
red_pine,interior,346,rm,0,0,0,0,28359.40374976756,385.1589656094425,0,0
red_pine,interior,346,ro,0,0,0,0,2025.6716964119687,0,0,0
red_pine,interior,346,sb,0,0,0,0,1012.8358482059843,0,0,0
red_pine,interior,346,sm,0,0,0,0,1012.8358482059843,0,0,0
red_pine,interior,346,wa,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0
red_pine,interior,347,rm,0,0,0,0,1012.8358482059843,0,0,0
red_pine,interior,347,ro,0,0,0,0,1012.8358482059843,0,0,0
red_pine,interior,347,wa,0,0,0,0,1012.8358482059843,0,0,0
red_pine,interior,348,bc,0,0,0,0,1012.8358482059843,0,0,0
red_pine,interior,348,rm,0,0,0,0,11141.194330265827,0,0,0
red_pine,interior,348,ro,0,0,0,0,2025.6716964119687,0,0,0
red_pine,interior,348,wa,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0
red_pine,perimeter,880,rm,1012.8358482059843,0,0,0,0,0,0,0
red_pine,perimeter,880,sb,1012.8358482059843,0,0,0,0,0,0,0
red_pine,perimeter,883,rm,0,0,0,0,1012.8358482059843,0,0,0
red_pine,perimeter,883,ro,0,0,0,0,1012.8358482059843,0,0,0
red_pine,perimeter,883,wa,1012.8358482059843,0,0,0,0,385.1589656094425,0,0
red_pine,perimeter,885,rm,2025.6716964119687,0,0,0,0,0,0,0
red_pine,perimeter,885,sb,1012.8358482059843,0,0,0,0,0,0,0
red_pine,perimeter,886,rm,1012.8358482059843,0,0,0,0,0,0,0
red_pine,perimeter,887,rm,2025.6716964119687,0,0,0,0,0,0,0
red_pine,perimeter,887,ro,4051.3433928239374,0,0,0,0,0,0,0
red_pine,perimeter,889,sb,1012.8358482059843,0,0,0,0,0,0,0
red_pine,perimeter,889,wa,0,0,0,0,2025.6716964119687,0,0,0
red_pine,perimeter,890,rm,0,0,0,0,2025.6716964119687,0,0,0
red_pine,perimeter,890,sb,0,0,0,0,2025.6716964119687,0,0,0
red_pine,perimeter,890,wa,1012.8358482059843,0,0,0,2025.6716964119687,0,0,0
red_pine,perimeter,891,bc,0,0,0,0,2025.6716964119687,0,0,0
red_pine,perimeter,891,rm,4051.3433928239374,0,0,0,6077.015089235906,0,0,0
red_pine,perimeter,891,ro,0,0,0,0,0,770.317931218885,0,0
red_pine,perimeter,891,sm,1012.8358482059843,0,0,0,0,0,0,0
red_pine,perimeter,892,rm,0,0,0,0,3038.507544617953,0,0,0
red_pine,perimeter,892,ro,0,0,0,0,1012.8358482059843,0,0,0
sta_rd,control,384,wa,0,0,0,0,3038.507544617953,0,0,0
sta_rd,control,385,sb,0,0,0,0,0,1155.4768968283274,0,0
sta_rd,control,385,wa,0,0,0,0,4051.3433928239374,0,0,0
sta_rd,control,386,sb,2025.6716964119687,0,0,0,18231.04526770772,0,0,0
sta_rd,control,387,sb,8102.686785647875,0,0,0,23295.22450873764,0,0,0
sta_rd,control,388,sb,4051.3433928239374,0,0,0,0,0,0,0
sta_rd,control,389,sb,1012.8358482059843,0,0,0,8102.686785647875,0,0,0
sta_rd,control,390,sb,9115.52263385386,0,0,0,22282.388660531655,0,0,0
sta_rd,control,391,sb,3038.507544617953,0,0,0,5064.179241029922,0,0,0
sta_rd,control,392,sb,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0
sta_rd,control,393,sb,35449.25468720945,0,0,0,30385.07544617953,0,0,0
sta_rd,control,394,sb,1012.8358482059843,0,0,0,0,0,0,0
sta_rd,control,395,sb,0,0,0,0,0,0,0,0
sta_rd,control,395,wa,0,0,0,0,2025.6716964119687,0,0,0
sta_rd,control,396,rm,1012.8358482059843,0,0,0,0,0,0,0
sta_rd,control,397,sb,1012.8358482059843,0,0,0,0,0,0,0
sta_rd,control,399,rm,1012.8358482059843,0,0,0,0,0,0,0
sta_rd,control,400,wa,1012.8358482059843,0,0,0,0,0,0,0
sta_rd,control,702,sb,1012.8358482059843,0,0,0,8102.686785647875,0,0,0
sta_rd,control,705,sb,1012.8358482059843,0,0,0,0,0,0,0
sta_rd,control,706,sb,2025.6716964119687,0,0,0,1012.8358482059843,0,0,0
sta_rd,control,707,wa,1012.8358482059843,0,0,0,0,0,0,0
sta_rd,control,708,sb,1012.8358482059843,0,0,0,16205.37357129575,0,0,0
sta_rd,control,708,wa,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0
sta_rd,control,710,wa,0,0,0,0,2025.6716964119687,0,0,0
sta_rd,control,711,sb,3038.507544617953,0,0,0,6077.015089235906,0,0,0
sta_rd,control,712,wa,2025.6716964119687,0,0,0,1012.8358482059843,0,0,0
sta_rd,control,713,wa,2025.6716964119687,0,0,0,0,0,0,0
sta_rd,control,947,wa,1012.8358482059843,0,0,0,3038.507544617953,0,0,0
sta_rd,control,948,rm,2025.6716964119687,0,0,0,1012.8358482059843,0,0,0
sta_rd,control,948,sb,0,0,0,0,0,385.1589656094425,0,0
sta_rd,control,948,wa,4051.3433928239374,0,0,0,20256.71696411969,0,0,0
sta_rd,control,949,wa,2025.6716964119687,0,0,0,1012.8358482059843,0,0,0
wedge,interior,370,sb,6077.015089235906,0,0,0,12154.030178471812,0,0,0
wedge,interior,371,sb,6077.015089235906,0,0,0,16205.37357129575,0,0,0
wedge,interior,372,sb,3038.507544617953,0,0,0,0,0,0,0
wedge,interior,373,sb,0,0,0,0,98245.07727598048,0,0,0
wedge,interior,375,rm,1012.8358482059843,0,0,0,0,0,0,0
wedge,interior,375,sb,2025.6716964119687,0,0,0,1012.8358482059843,0,0,0
wedge,interior,375,wa,2025.6716964119687,0,0,0,0,0,0,0
wedge,interior,378,sb,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0
wedge,interior,378,wa,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0
wedge,interior,380,sb,1012.8358482059843,0,0,0,0,0,0,0
wedge,interior,380,wa,0,0,0,0,1012.8358482059843,0,0,0
wedge,interior,381,wa,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0
wedge,interior,382,wa,3038.507544617953,0,0,0,0,0,0,0
wedge,interior,383,bc,0,0,0,0,1012.8358482059843,0,0,0
wedge,interior,383,sb,1012.8358482059843,0,0,0,1012.8358482059843,0,0,0
wedge,perimeter,966,sb,3038.507544617953,0,0,0,1012.8358482059843,0,0,0
wedge,perimeter,967,rm,4051.3433928239374,0,0,0,0,0,0,0
wedge,perimeter,967,sb,2025.6716964119687,0,0,0,5064.179241029922,0,0,0
wedge,perimeter,967,sm,1012.8358482059843,0,0,0,0,0,0,0
wedge,perimeter,967,wa,2025.6716964119687,0,0,0,0,0,0,0
wedge,perimeter,968,wa,0,0,0,0,3038.507544617953,0,0,0
wedge,perimeter,972,sb,11141.194330265827,0,0,0,2025.6716964119687,385.1589656094425,0,0
wedge,perimeter,974,sb,5064.179241029922,0,0,0,0,0,0,0
wedge,perimeter,975,sb,0,0,0,0,13166.866026677797,0,0,0
