"harvest"	"location"	"point"	"per.acre_point.supp"	"per.acre_point.exp"	"per.acre_point.top4"
"106"	"gl"	"interior"	838	0	0	0
"107"	"gl"	"interior"	839	8673.25098013725	8673.25098013725	26019.7529404117
"108"	"gl"	"interior"	840	0	0	0
"109"	"gl"	"interior"	841	10841.5637251716	10841.5637251716	10841.5637251716
"110"	"gl"	"interior"	842	2168.31274503431	2168.31274503431	0
"111"	"gl"	"interior"	843	0	0	0
"112"	"gl"	"interior"	844	2168.31274503431	2168.31274503431	0
"113"	"gl"	"interior"	845	2168.31274503431	2168.31274503431	0
"114"	"gl"	"interior"	846	0	0	0
"115"	"gl"	"interior"	847	17346.5019602745	17346.5019602745	0
"116"	"gl"	"interior"	848	4336.62549006862	4336.62549006862	13009.8764702059
"117"	"gl"	"interior"	849	4336.62549006862	4336.62549006862	0
"118"	"gl"	"interior"	850	0	0	0
"119"	"gl"	"interior"	851	6504.93823510294	6504.93823510294	0
"120"	"gl"	"interior"	852	0	0	0
"121"	"gl"	"interior"	853	13009.8764702059	13009.8764702059	0
"122"	"gl"	"interior"	855	10841.5637251716	10841.5637251716	0
"123"	"gl"	"interior"	857	4336.62549006862	4336.62549006862	0
"124"	"gl"	"interior"	858	8673.25098013725	8673.25098013725	34693.003920549
"125"	"gl"	"interior"	859	4336.62549006862	4336.62549006862	4336.62549006862
"126"	"gl"	"interior"	860	23851.4401953774	23851.4401953774	86732.5098013725
"127"	"gl"	"interior"	861	6504.93823510294	6504.93823510294	0
"128"	"gl"	"interior"	864	23851.4401953774	23851.4401953774	0
"129"	"gl"	"interior"	865	17346.5019602745	17346.5019602745	0
"130"	"gl"	"interior"	866	4336.62549006862	4336.62549006862	17346.5019602745
"131"	"gl"	"interior"	867	0	0	0
"132"	"gl"	"interior"	868	2168.31274503431	2168.31274503431	0
"133"	"gl"	"interior"	869	19514.8147053088	19514.8147053088	23851.4401953774
"134"	"gl"	"interior"	870	0	0	0
"135"	"gl"	"interior"	871	39029.6294106176	39029.6294106176	0
"136"	"gl"	"interior"	872	2168.31274503431	2168.31274503431	0
"137"	"gl"	"interior"	875	0	0	0
"138"	"gl"	"interior"	876	8673.25098013725	8673.25098013725	0
"139"	"gl"	"interior"	877	0	0	0
"140"	"gl"	"interior"	878	10841.5637251716	10841.5637251716	0
"141"	"gl"	"interior"	879	8673.25098013725	8673.25098013725	17346.5019602745
"142"	"gl"	"perimeter"	801	2168.31274503431	2168.31274503431	2168.31274503431
"143"	"gl"	"perimeter"	802	56376.1313708921	56376.1313708921	2168.31274503431
"144"	"gl"	"perimeter"	803	0	0	0
"145"	"gl"	"perimeter"	804	2168.31274503431	2168.31274503431	8673.25098013725
"146"	"gl"	"perimeter"	805	4336.62549006862	4336.62549006862	2168.31274503431
"147"	"gl"	"perimeter"	806	0	0	0
"148"	"gl"	"perimeter"	807	8673.25098013725	8673.25098013725	0
"149"	"gl"	"perimeter"	808	4336.62549006862	4336.62549006862	0
"150"	"gl"	"perimeter"	809	0	0	0
"151"	"gl"	"perimeter"	810	60712.7568609607	60712.7568609607	47702.8803907549
"152"	"gl"	"perimeter"	811	13009.8764702059	13009.8764702059	52039.5058808235
"153"	"gl"	"perimeter"	812	4336.62549006862	4336.62549006862	4336.62549006862
"154"	"gl"	"perimeter"	813	0	0	0
"155"	"gl"	"perimeter"	815	0	0	0
"156"	"gl"	"perimeter"	816	2168.31274503431	2168.31274503431	4336.62549006862
"157"	"gl"	"perimeter"	817	0	0	0
"158"	"gl"	"perimeter"	818	6504.93823510294	6504.93823510294	2168.31274503431
"159"	"gl"	"perimeter"	819	8673.25098013725	8673.25098013725	0
"160"	"gl"	"perimeter"	820	30356.3784304804	30356.3784304804	13009.8764702059
"161"	"gl"	"perimeter"	821	2168.31274503431	2168.31274503431	0
"162"	"gl"	"perimeter"	822	0	0	0
"163"	"gl"	"perimeter"	823	4336.62549006862	4336.62549006862	0
"164"	"gl"	"perimeter"	824	2168.31274503431	2168.31274503431	0
"165"	"gl"	"perimeter"	825	2168.31274503431	2168.31274503431	0
"166"	"gl"	"perimeter"	826	10841.5637251716	10841.5637251716	15178.1892152402
"167"	"gl"	"perimeter"	827	21683.1274503431	21683.1274503431	52039.5058808235
"168"	"gl"	"perimeter"	828	13009.8764702059	13009.8764702059	32524.6911755147
"169"	"gl"	"perimeter"	829	0	0	0
"170"	"gl"	"perimeter"	830	26019.7529404117	26019.7529404117	21683.1274503431
"171"	"gl"	"perimeter"	831	23851.4401953774	23851.4401953774	10841.5637251716
"172"	"gl"	"perimeter"	832	0	0	0
"173"	"gl"	"perimeter"	833	4336.62549006862	4336.62549006862	13009.8764702059
"174"	"gl"	"perimeter"	834	13009.8764702059	13009.8764702059	23851.4401953774
"175"	"gl"	"perimeter"	835	0	0	0
"176"	"rp"	"interior"	334	0	0	0
"177"	"rp"	"interior"	335	23851.4401953774	23851.4401953774	0
"178"	"rp"	"interior"	336	15178.1892152402	15178.1892152402	0
"179"	"rp"	"interior"	337	0	0	0
"180"	"rp"	"interior"	338	0	0	0
"181"	"rp"	"interior"	339	0	0	0
"182"	"rp"	"interior"	340	34693.003920549	34693.003920549	0
"183"	"rp"	"interior"	341	2168.31274503431	2168.31274503431	8673.25098013725
"184"	"rp"	"interior"	342	0	0	0
"185"	"rp"	"interior"	343	6504.93823510294	6504.93823510294	0
"186"	"rp"	"interior"	344	15178.1892152402	15178.1892152402	0
"187"	"rp"	"interior"	345	0	0	0
"188"	"rp"	"interior"	346	2168.31274503431	2168.31274503431	0
"189"	"rp"	"interior"	347	0	0	0
"190"	"rp"	"interior"	348	2168.31274503431	2168.31274503431	0
"191"	"rp"	"perimeter"	880	4336.62549006862	4336.62549006862	0
"192"	"rp"	"perimeter"	881	23851.4401953774	23851.4401953774	0
"193"	"rp"	"perimeter"	882	0	0	0
"194"	"rp"	"perimeter"	883	10841.5637251716	10841.5637251716	4336.62549006862
"195"	"rp"	"perimeter"	884	0	0	0
"196"	"rp"	"perimeter"	885	10841.5637251716	10841.5637251716	0
"197"	"rp"	"perimeter"	886	6504.93823510294	6504.93823510294	13009.8764702059
"198"	"rp"	"perimeter"	887	17346.5019602745	17346.5019602745	4336.62549006862
"199"	"rp"	"perimeter"	888	0	0	0
"200"	"rp"	"perimeter"	889	2168.31274503431	2168.31274503431	0
"201"	"rp"	"perimeter"	890	2168.31274503431	2168.31274503431	0
"202"	"rp"	"perimeter"	891	34693.003920549	34693.003920549	0
"203"	"rp"	"perimeter"	892	2168.31274503431	2168.31274503431	0
"204"	"wedge"	"interior"	370	15178.1892152402	15178.1892152402	0
"205"	"wedge"	"interior"	371	13009.8764702059	13009.8764702059	0
"206"	"wedge"	"interior"	372	6504.93823510294	6504.93823510294	0
"207"	"wedge"	"interior"	373	0	0	0
"208"	"wedge"	"interior"	375	10841.5637251716	10841.5637251716	4336.62549006862
"209"	"wedge"	"interior"	378	4336.62549006862	4336.62549006862	0
"210"	"wedge"	"interior"	380	2168.31274503431	2168.31274503431	0
"211"	"wedge"	"interior"	381	2168.31274503431	2168.31274503431	4336.62549006862
"212"	"wedge"	"interior"	382	6504.93823510294	6504.93823510294	0
"213"	"wedge"	"interior"	383	2168.31274503431	2168.31274503431	0
"214"	"wedge"	"perimeter"	966	6504.93823510294	6504.93823510294	0
"215"	"wedge"	"perimeter"	967	19514.8147053088	19514.8147053088	0
"216"	"wedge"	"perimeter"	968	0	0	0
"217"	"wedge"	"perimeter"	972	23851.4401953774	23851.4401953774	0
"218"	"wedge"	"perimeter"	973	0	0	0
"219"	"wedge"	"perimeter"	974	10841.5637251716	10841.5637251716	0
"220"	"wedge"	"perimeter"	975	0	0	0
