harvest,season,date,point,comm_sdl,spp,origin,location,wall
sta_rd,2022,2022.11.14,947,2,004,s,c,control
sta_rd,2022,2022.11.14,948,4,004,s,c,control
sta_rd,2022,2022.11.14,949,2,004,s,c,control
sta_rd,2022,2022.08.15,950,2,004,s,p,protected
sta_rd,2022,2022.08.15,951,3,004,s,p,protected
sta_rd,2022,2022.08.15,952,2,004,s,p,protected
sta_rd,2022,2022.08.15,953,2,004,s,p,protected
sta_rd,2022,2022.08.12,954,2,004,s,p,protected
sta_rd,2022,2022.08.12,955,1,004,s,p,protected
sta_rd,2022,2022.08.12,956,1,004,s,p,protected
sta_rd,2022,2022.08.12,957,1,004,s,p,protected
sta_rd,2022,2022.08.12,958,3,004,s,p,protected
sta_rd,2022,2022.08.12,959,3,004,s,p,protected
sta_rd,2022,2022.08.12,960,4,004,s,p,protected
sta_rd,2022,2022.08.12,961,2,004,s,p,protected
sta_rd,2022,2022.08.12,962,2,004,s,p,protected
sta_rd,2022,2022.08.16,963,3,004,s,p,protected
sta_rd,2022,2022.08.16,964,3,004,s,p,protected
sta_rd,2022,2022.08.16,965,4,004,s,p,protected
sta_rd,2022,2022.08.11,966,4,004,s,p,protected
sta_rd,2022,2022.08.11,967,3,004,s,p,protected
sta_rd,2022,2022.08.18,968,2,004,s,p,protected
sta_rd,2022,2022.08.18,969,2,004,s,p,protected
sta_rd,2022,2022.08.18,970,2,004,s,p,protected
sta_rd,2022,2022.08.18,971,2,004,s,p,protected
sta_rd,2022,2022.08.19,972,3,004,s,p,protected
sta_rd,2022,2022.08.19,973,1,004,s,p,protected
sta_rd,2022,2022.08.11,974,1,004,s,p,protected
sta_rd,2022,2022.08.11,975,4,004,s,p,protected
campridge,2022,2023.03.08,100,3,004,s,i,protected
campridge,2022,2023.03.10,247,0,004,s,i,protected
campridge,2022,2023.03.21,248,1,004,s,i,protected
campridge,2022,2023.03.21,249,1,004,s,i,protected
campridge,2022,2023.03.21,250,1,004,s,i,protected
campridge,2022,2023.03.21,251,1,004,s,i,protected
campridge,2022,2023.03.10,252,1,004,s,i,protected
campridge,2022,2023.03.10,253,0,004,s,i,protected
campridge,2022,2023.03.10,254,0,004,s,i,protected
campridge,2022,2023.03.10,255,0,004,s,i,protected
campridge,2022,2023.03.10,256,1,004,s,i,protected
campridge,2022,2023.04.03,441,1,004,s,i,protected
campridge,2022,2023.04.03,442,1,004,s,i,protected
campridge,2022,2023.04.03,443,0,004,s,i,protected
campridge,2022,2023.04.03,444,1,004,s,i,protected
campridge,2022,2023.04.03,445,0,004,s,i,protected
campridge,2022,2023.04.03,446,1,004,s,i,protected
campridge,2022,2023.04.03,447,0,004,s,p,protected
campridge,2022,2023.04.03,448,0,004,s,p,protected
campridge,2022,2023.03.31,449,2,004,s,i,protected
campridge,2022,2023.03.31,450,1,004,s,i,protected
campridge,2022,2023.04.03,451,1,004,s,i,protected
campridge,2022,2023.04.03,452,1,004,s,i,protected
campridge,2022,2023.04.03,453,0,004,s,i,protected
campridge,2022,2023.04.03,454,0,004,s,i,protected
campridge,2022,2023.04.03,455,0,004,s,i,protected
campridge,2022,2023.04.03,456,0,004,s,i,protected
campridge,2022,2023.04.03,457,0,004,s,i,protected
campridge,2022,2023.04.03,458,2,004,s,i,protected
campridge,2022,2023.03.29,459,1,004,s,p,protected
campridge,2022,2023.03.29,460,1,004,s,p,protected
campridge,2022,2023.03.29,461,0,004,s,p,protected
campridge,2022,2023.03.29,462,1,004,s,p,protected
campridge,2022,2023.03.29,463,1,004,s,p,protected
campridge,2022,2023.03.29,464,1,004,s,p,protected
campridge,2022,2023.03.29,465,1,004,s,p,protected
campridge,2022,2023.03.29,466,0,004,s,p,protected
campridge,2022,2023.03.29,467,0,004,s,i,protected
campridge,2022,2023.03.29,468,0,004,s,i,protected
campridge,2022,2023.03.29,469,1,004,s,i,protected
campridge,2022,2023.03.29,470,1,004,s,i,protected
campridge,2022,2023.03.29,471,1,004,s,i,protected
campridge,2022,2023.03.29,472,0,004,s,i,protected
campridge,2022,2023.03.29,473,0,004,s,i,protected
campridge,2022,2023.03.29,474,0,004,s,i,protected
campridge,2022,2023.03.28,475,1,004,s,i,protected
campridge,2022,2023.03.28,476,1,004,s,i,protected
campridge,2022,2023.03.28,477,0,004,s,i,protected
campridge,2022,2023.03.28,478,0,004,s,i,protected
campridge,2022,2023.03.28,479,1,004,s,i,protected
campridge,2022,2023.03.28,480,0,004,s,i,protected
campridge,2022,2023.03.28,481,0,004,s,i,protected
campridge,2022,2023.03.28,482,0,004,s,i,protected
campridge,2022,2023.03.28,483,0,004,s,i,protected
campridge,2022,2023.03.28,484,1,004,s,i,protected
campridge,2022,2023.03.28,485,2,004,s,i,protected
campridge,2022,2023.03.28,486,0,004,s,i,protected
campridge,2022,2023.03.28,487,0,004,s,i,protected
campridge,2022,2023.03.28,488,1,004,s,i,protected
campridge,2022,2023.03.28,489,1,004,s,i,protected
campridge,2022,2023.03.22,490,2,004,s,i,protected
campridge,2022,2023.03.22,491,1,004,s,i,protected
campridge,2022,2023.03.22,492,2,004,s,i,protected
campridge,2022,2023.03.22,493,1,004,s,i,protected
campridge,2022,2023.03.22,494,0,004,s,i,protected
campridge,2022,2023.03.22,495,1,004,s,i,protected
campridge,2022,2023.03.22,496,0,004,s,i,protected
campridge,2022,2023.03.22,497,0,004,s,i,protected
campridge,2022,2023.03.22,498,2,004,s,i,protected
campridge,2022,2023.03.22,499,1,004,s,i,protected
campridge,2022,2023.03.22,500,0,004,s,i,protected
campridge,2022,2023.03.22,76,0,004,s,i,protected
campridge,2022,2023.03.22,77,0,004,s,i,protected
campridge,2022,2023.03.22,78,1,004,s,i,protected
campridge,2022,2023.03.21,79,1,004,s,i,protected
campridge,2022,2023.03.21,80,1,004,s,i,protected
campridge,2022,2023.03.21,81,2,004,s,i,protected
campridge,2022,2023.03.21,82,1,004,s,i,protected
campridge,2022,2023.03.21,83,0,004,s,i,protected
campridge,2022,2023.03.21,84,1,004,s,i,protected
campridge,2022,2023.03.21,85,1,004,s,i,protected
campridge,2022,2023.03.07,86,2,004,s,p,protected
campridge,2022,2023.03.07,87,3,004,s,i,protected
campridge,2022,2023.03.07,88,0,004,s,i,protected
campridge,2022,2023.03.07,89,1,004,s,i,protected
campridge,2022,2023.03.07,90,0,004,s,i,protected
campridge,2022,2023.03.07,91,0,004,s,i,protected
campridge,2022,2023.03.07,92,2,004,s,i,protected
campridge,2022,2023.03.08,93,0,004,s,i,protected
campridge,2022,2023.03.08,94,1,004,s,i,protected
campridge,2022,2023.03.08,95,1,004,s,i,protected
campridge,2022,2023.03.08,96,2,004,s,i,protected
campridge,2022,2023.03.08,97,1,004,s,i,protected
campridge,2022,2023.03.08,98,0,004,s,i,protected
circle,2022,2022.09.27,284,1,004,s,i,protected
circle,2022,2022.09.27,285,0,004,s,i,protected
circle,2022,2022.09.27,286,1,004,s,i,protected
circle,2022,2022.09.27,287,1,004,s,i,protected
circle,2022,2022.09.27,288,2,004,s,i,protected
circle,2022,2022.09.27,290,2,004,s,i,protected
circle,2022,2022.09.27,291,1,004,s,i,protected
circle,2022,2022.09.27,292,1,004,s,i,protected
circle,2022,2022.10.03,293,1,004,s,i,protected
circle,2022,2022.10.03,294,2,004,s,i,protected
circle,2022,2022.10.03,295,1,004,s,i,protected
circle,2022,2022.10.03,296,2,004,s,i,protected
circle,2022,2022.10.03,297,1,004,s,i,protected
circle,2022,2022.10.03,298,1,004,s,i,protected
circle,2022,2022.10.03,299,0,004,s,i,protected
circle,2022,2022.10.03,300,1,004,s,i,protected
circle,2022,2022.10.05,401,0,004,s,i,protected
circle,2022,2022.10.05,402,1,004,s,i,protected
circle,2022,2022.10.05,403,1,004,s,i,protected
circle,2022,2022.10.05,404,1,004,s,i,protected
circle,2022,2022.10.05,405,0,004,s,i,protected
circle,2022,2022.10.05,406,1,004,s,i,protected
circle,2022,2022.10.05,407,1,004,s,i,protected
circle,2022,2022.10.05,408,0,004,s,i,protected
decker,2022,2023.01.11,210,0,004,s,i,protected
decker,2022,2023.01.11,211,0,004,s,i,protected
decker,2022,2023.01.11,212,0,004,s,i,protected
decker,2022,2023.01.11,213,1,004,s,i,protected
decker,2022,2023.01.11,214,0,004,s,i,protected
decker,2022,2023.01.11,215,0,004,s,i,protected
decker,2022,2023.01.11,216,0,004,s,i,protected
decker,2022,2023.01.11,217,0,004,s,i,protected
decker,2022,2023.01.13,218,0,004,s,i,protected
decker,2022,2023.01.13,219,0,004,s,i,protected
decker,2022,2023.01.18,220,0,004,s,i,protected
decker,2022,2023.01.18,221,1,004,s,i,protected
decker,2022,2023.01.18,222,0,004,s,i,protected
decker,2022,2023.01.18,223,1,004,s,i,protected
decker,2022,2023.01.18,224,2,004,s,i,protected
decker,2022,2023.01.18,225,0,004,s,i,protected
decker,2022,2023.01.18,226,0,004,s,i,protected
decker,2022,2023.01.18,227,1,004,s,i,protected
decker,2022,2023.01.11,228,0,004,s,i,protected
decker,2022,2023.01.11,229,0,004,s,i,protected
decker,2022,2023.01.11,230,0,004,s,i,protected
decker,2022,2023.01.11,231,1,004,s,i,protected
decker,2022,2023.01.11,232,0,004,s,i,protected
decker,2022,2023.01.13,233,2,004,s,i,protected
decker,2022,2023.01.13,234,0,004,s,i,protected
decker,2022,2023.01.13,235,1,004,s,i,protected
decker,2022,2023.01.18,236,1,004,s,i,protected
decker,2022,2023.01.18,237,4,004,s,i,protected
decker,2022,2023.01.18,238,0,004,s,i,protected
decker,2022,2023.01.18,239,1,004,s,i,protected
decker,2022,2023.01.18,240,0,004,s,i,protected
decker,2022,2023.01.13,241,0,004,s,i,protected
decker,2022,2023.01.18,242,0,004,s,i,protected
decker,2022,2023.01.18,243,0,004,s,i,protected
decker,2022,2023.01.18,244,1,004,s,i,protected
decker,2022,2023.01.18,245,0,004,s,i,protected
decker,2022,2023.01.18,246,1,004,s,i,protected
decker,2022,2023.02.15,714,2,004,s,c,control
decker,2022,2023.02.15,715,1,004,s,c,control
decker,2022,2023.02.15,716,1,004,s,c,control
decker,2022,2023.02.15,717,0,004,s,c,control
decker,2022,2023.02.15,718,0,004,s,c,control
decker,2022,2023.02.15,719,1,004,s,c,control
decker,2022,2023.02.15,720,0,004,s,c,control
decker,2022,2023.02.15,721,1,004,s,c,control
decker,2022,2023.02.15,722,1,004,s,c,control
decker,2022,2023.02.15,723,1,004,s,c,control
decker,2022,2023.02.15,724,1,004,s,c,control
decker,2022,2023.02.15,725,0,004,s,c,control
decker,2022,2023.02.15,726,1,004,s,c,control
decker,2022,2023.02.15,727,1,004,s,c,control
decker,2022,2023.02.15,728,0,004,s,c,control
gas_line,2022,2022.11.08,729,0,004,s,c,control
gas_line,2022,2022.11.08,730,1,004,s,c,control
gas_line,2022,2022.11.08,731,1,004,s,c,control
gas_line,2022,2022.11.08,732,1,004,s,c,control
gas_line,2022,2022.11.08,733,1,004,s,c,control
gas_line,2022,2022.11.08,734,2,004,s,c,control
gas_line,2022,2022.11.08,735,0,004,s,c,control
gas_line,2022,2022.11.08,736,0,004,s,c,control
gas_line,2022,2022.11.08,737,1,004,s,c,control
gas_line,2022,2022.11.08,738,1,004,s,c,control
gas_line,2022,2022.11.08,739,0,004,s,c,control
gas_line,2022,2022.11.08,740,1,004,s,c,control
gas_line,2022,2022.11.08,741,1,004,s,c,control
gas_line,2022,2022.11.09,742,1,004,s,c,control
gas_line,2022,2022.11.09,743,1,004,s,c,control
gas_line,2022,2022.11.09,744,1,004,s,c,control
gas_line,2022,2022.11.09,745,0,004,s,c,control
gas_line,2022,2022.10.27,801,3,004,s,p,protected
gas_line,2022,2022.10.27,802,1,004,s,p,protected
gas_line,2022,2022.10.27,803,1,004,s,p,protected
gas_line,2022,2022.10.27,804,0,004,s,p,protected
gas_line,2022,2022.10.27,805,0,004,s,p,protected
gas_line,2022,2022.10.27,806,0,004,s,p,protected
gas_line,2022,2022.10.28,807,1,004,s,p,protected
gas_line,2022,2022.10.28,808,0,004,s,p,protected
gas_line,2022,2022.10.28,809,0,004,s,p,protected
gas_line,2022,2022.10.28,810,2,004,s,p,protected
gas_line,2022,2022.10.28,811,0,004,s,p,protected
gas_line,2022,2022.10.28,812,1,004,s,p,protected
gas_line,2022,2022.10.28,813,0,004,s,p,protected
gas_line,2022,2022.10.31,814,0,004,s,p,protected
gas_line,2022,2022.10.31,815,0,004,s,p,protected
gas_line,2022,2022.10.31,816,0,004,s,p,protected
gas_line,2022,2022.10.31,817,2,004,s,p,protected
gas_line,2022,2022.11.03,818,1,004,s,p,protected
gas_line,2022,2022.11.03,819,0,004,s,p,protected
gas_line,2022,2022.11.03,820,0,004,s,p,protected
gas_line,2022,2022.11.03,821,1,004,s,p,protected
gas_line,2022,2022.11.03,822,2,004,s,p,protected
gas_line,2022,2022.11.03,823,0,004,s,p,protected
gas_line,2022,2022.11.03,824,0,004,s,p,protected
gas_line,2022,2022.11.03,825,0,004,s,p,protected
gas_line,2022,2022.11.04,826,1,004,s,p,protected
gas_line,2022,2022.10.21,827,1,004,s,p,protected
gas_line,2022,2022.10.21,828,1,004,s,p,protected
gas_line,2022,2022.10.21,829,1,004,s,p,protected
gas_line,2022,2022.10.21,830,1,004,s,p,protected
gas_line,2022,2022.10.21,831,2,004,s,p,protected
gas_line,2022,2022.10.21,832,1,004,s,p,protected
gas_line,2022,2022.10.21,833,1,004,s,p,protected
gas_line,2022,2022.10.21,834,0,004,s,p,protected
gas_line,2022,2022.10.21,835,1,004,s,p,protected
gas_line,2022,2022.10.26,836,0,004,s,i,protected
gas_line,2022,2022.10.26,837,1,004,s,i,protected
gas_line,2022,2022.10.26,838,1,004,s,i,protected
gas_line,2022,2022.10.21,839,2,004,s,i,protected
gas_line,2022,2022.10.21,840,1,004,s,i,protected
gas_line,2022,2022.10.26,841,0,004,s,i,protected
gas_line,2022,2022.10.26,842,1,004,s,i,protected
gas_line,2022,2022.10.26,843,0,004,s,i,protected
gas_line,2022,2022.10.27,844,1,004,s,i,protected
gas_line,2022,2022.10.27,845,0,004,s,i,protected
gas_line,2022,2022.11.04,846,0,004,s,i,protected
gas_line,2022,2022.11.04,847,1,004,s,i,protected
gas_line,2022,2022.10.21,848,1,004,s,i,protected
gas_line,2022,2022.11.04,849,1,004,s,i,protected
gas_line,2022,2022.11.04,850,1,004,s,i,protected
gas_line,2022,2022.11.04,851,0,004,s,i,protected
gas_line,2022,2022.11.04,852,0,004,s,i,protected
gas_line,2022,2022.10.27,853,1,004,s,i,protected
gas_line,2022,2022.10.27,854,0,004,s,i,protected
gas_line,2022,2022.10.28,855,0,004,s,i,protected
gas_line,2022,2022.11.04,856,0,004,s,i,protected
gas_line,2022,2022.11.04,857,0,004,s,i,protected
gas_line,2022,2022.11.04,858,0,004,s,i,protected
gas_line,2022,2022.11.04,859,1,004,s,i,protected
gas_line,2022,2022.11.03,860,1,004,s,i,protected
gas_line,2022,2022.11.04,861,0,004,s,i,protected
gas_line,2022,2022.11.04,862,0,004,s,i,protected
gas_line,2022,2022.10.31,863,1,004,s,i,protected
gas_line,2022,2022.10.28,865,1,004,s,i,protected
gas_line,2022,2022.10.31,867,2,004,s,i,protected
gas_line,2022,2022.10.31,868,0,004,s,i,protected
gas_line,2022,2022.10.31,869,0,004,s,i,protected
gas_line,2022,2022.11.03,870,0,004,s,i,protected
gas_line,2022,2022.11.03,871,0,004,s,i,protected
gas_line,2022,2022.10.31,872,0,004,s,i,protected
gas_line,2022,2022.10.31,873,1,004,s,i,protected
gas_line,2022,2022.10.28,874,0,004,s,i,protected
gas_line,2022,2022.10.28,875,2,004,s,i,protected
gas_line,2022,2022.10.31,876,1,004,s,i,protected
gas_line,2022,2022.10.31,877,1,004,s,i,protected
gas_line,2022,2022.11.03,878,1,004,s,i,protected
gas_line,2022,2022.11.03,879,1,004,s,i,protected
recknagel,2022,2022.10.07,135,2,004,s,p,protected
recknagel,2022,2022.10.07,136,1,004,s,p,protected
recknagel,2022,2022.10.07,137,0,004,s,p,protected
recknagel,2022,2022.10.07,138,1,004,s,p,protected
recknagel,2022,2022.10.07,139,2,004,s,p,protected
recknagel,2022,2022.10.07,140,2,004,s,p,protected
recknagel,2022,2022.10.07,141,1,004,s,p,protected
recknagel,2022,2022.10.07,142,3,004,s,p,protected
recknagel,2022,2022.10.07,143,0,004,s,p,protected
recknagel,2022,2022.10.10,144,2,004,s,p,protected
recknagel,2022,2022.10.10,145,2,004,s,p,protected
recknagel,2022,2022.10.10,146,2,004,s,p,protected
recknagel,2022,2022.10.10,147,2,004,s,p,protected
recknagel,2022,2022.10.10,148,1,004,s,p,protected
recknagel,2022,2022.10.10,149,1,004,s,p,protected
recknagel,2022,2022.10.10,150,1,004,s,p,protected
recknagel,2022,2022.10.10,151,1,004,s,p,protected
recknagel,2022,2022.10.07,152,3,004,s,p,protected
recknagel,2022,2022.10.11,153,2,004,s,i,protected
recknagel,2022,2022.10.11,154,0,004,s,i,protected
recknagel,2022,2022.10.11,155,1,004,s,i,protected
recknagel,2022,2022.10.11,156,2,004,s,i,protected
recknagel,2022,2022.10.11,157,0,004,s,i,protected
recknagel,2022,2022.10.07,158,1,004,s,i,protected
recknagel,2022,2022.10.11,159,3,004,s,i,protected
recknagel,2022,2022.10.11,160,1,004,s,i,protected
recknagel,2022,2022.10.11,161,1,004,s,i,protected
recknagel,2022,2022.10.11,162,1,004,s,i,protected
recknagel,2022,2022.10.11,163,1,004,s,i,protected
recknagel,2022,2022.10.07,164,1,004,s,i,protected
recknagel,2022,2022.10.10,165,1,004,s,i,protected
recknagel,2022,2022.10.11,166,1,004,s,i,protected
recknagel,2022,2022.10.11,167,1,004,s,i,protected
recknagel,2022,2022.10.11,168,0,004,s,i,protected
recknagel,2022,2022.10.10,169,2,004,s,i,protected
recknagel,2022,2022.10.10,170,1,004,s,i,protected
recknagel,2022,2022.10.10,171,1,004,s,i,protected
recknagel,2022,2022.10.10,172,1,004,s,i,protected
recknagel,2022,2022.10.05,409,1,004,s,c,control
recknagel,2022,2022.10.05,410,0,004,s,c,control
recknagel,2022,2022.10.05,411,1,004,s,c,control
recknagel,2022,2022.10.05,412,1,004,s,c,control
recknagel,2022,2022.10.05,413,1,004,s,c,control
recknagel,2022,2022.10.05,414,1,004,s,c,control
recknagel,2022,2022.10.05,415,1,004,s,c,control
recknagel,2022,2022.10.05,416,1,004,s,c,control
recknagel,2022,2022.10.06,417,1,004,s,c,control
recknagel,2022,2022.10.06,418,4,004,s,c,control
recknagel,2022,2022.10.06,419,2,004,s,c,control
recknagel,2022,2022.10.06,420,2,004,s,c,control
recknagel,2022,2022.10.06,421,1,004,s,c,control
recknagel,2022,2022.10.06,422,1,004,s,c,control
recknagel,2022,2022.10.06,423,1,004,s,c,control
recknagel,2022,2022.10.06,424,1,004,s,c,control
recknagel,2022,2022.10.06,425,1,004,s,c,control
recknagel,2022,2022.10.06,426,1,004,s,c,control
recknagel,2022,2022.10.06,427,2,004,s,c,control
recknagel,2022,2022.10.06,428,1,004,s,c,control
recknagel,2022,2022.10.06,429,1,004,s,c,control
recknagel,2022,2022.10.06,430,3,004,s,c,control
recknagel,2022,2022.10.06,431,2,004,s,c,control
recknagel,2022,2022.10.06,432,1,004,s,c,control
recknagel,2022,2022.10.06,433,2,004,s,c,control
recknagel,2022,2022.10.06,434,2,004,s,c,control
recknagel,2022,2022.10.06,435,1,004,s,c,control
recknagel,2022,2022.10.06,436,2,004,s,c,control
recknagel,2022,2022.10.06,437,2,004,s,c,control
recknagel,2022,2022.10.06,438,2,004,s,c,control
recknagel,2022,2022.10.06,439,1,004,s,c,control
recknagel,2022,2022.10.06,440,2,004,s,c,control
red_pine,2022,2023.04.04,334,3,004,s,i,protected
red_pine,2022,2023.04.04,335,2,004,s,i,protected
red_pine,2022,2023.04.04,336,1,004,s,i,protected
red_pine,2022,2023.03.03,337,1,004,s,i,protected
red_pine,2022,2023.04.04,338,2,004,s,i,protected
red_pine,2022,2023.04.04,339,1,004,s,i,protected
red_pine,2022,2023.04.07,340,2,004,s,i,protected
red_pine,2022,2023.03.03,341,0,004,s,i,protected
red_pine,2022,2023.03.03,342,2,004,s,i,protected
red_pine,2022,2023.04.04,343,2,004,s,i,protected
red_pine,2022,2023.04.07,344,1,004,s,i,protected
red_pine,2022,2023.04.07,345,3,004,s,i,protected
red_pine,2022,2023.04.07,346,1,004,s,i,protected
red_pine,2022,2023.04.07,347,2,004,s,i,protected
red_pine,2022,2023.04.07,348,2,004,s,i,protected
red_pine,2022,2023.04.11,746,2,004,s,c,control
red_pine,2022,2023.04.11,747,3,004,s,c,control
red_pine,2022,2023.04.11,748,0,004,s,c,control
red_pine,2022,2023.04.11,750,1,004,s,c,control
red_pine,2022,2023.04.11,751,2,004,s,c,control
red_pine,2022,2023.04.10,752,1,004,s,c,control
red_pine,2022,2023.04.10,753,0,004,s,c,control
red_pine,2022,2023.04.10,754,0,004,s,c,control
red_pine,2022,2023.04.10,755,1,004,s,c,control
red_pine,2022,2023.04.10,756,0,004,s,c,control
red_pine,2022,2023.04.10,757,1,004,s,c,control
red_pine,2022,2023.04.10,758,1,004,s,c,control
red_pine,2022,2023.04.10,759,2,004,s,c,control
red_pine,2022,2023.04.10,760,1,004,s,c,control
red_pine,2022,2023.04.10,761,0,004,s,c,control
red_pine,2022,2023.04.10,762,1,004,s,c,control
red_pine,2022,2023.04.10,763,1,004,s,c,control
red_pine,2022,2023.04.10,764,1,004,s,c,control
red_pine,2022,2023.04.10,765,1,004,s,c,control
red_pine,2022,2023.04.10,766,1,004,s,c,control
red_pine,2022,2023.04.11,767,2,004,s,c,control
red_pine,2022,2023.04.11,768,2,004,s,c,control
red_pine,2022,2023.04.11,769,2,004,s,c,control
red_pine,2022,2023.04.11,770,2,004,s,c,control
red_pine,2022,2023.04.11,771,1,004,s,c,control
red_pine,2022,2023.04.11,772,2,004,s,c,control
red_pine,2022,2023.04.11,773,1,004,s,c,control
red_pine,2022,2023.04.11,774,1,004,s,c,control
red_pine,2022,2023.04.11,775,0,004,s,c,control
red_pine,2022,2023.04.04,880,1,004,s,p,protected
red_pine,2022,2023.03.03,881,1,004,s,p,protected
red_pine,2022,2023.03.03,882,1,004,s,p,protected
red_pine,2022,2023.03.03,883,1,004,s,p,protected
red_pine,2022,2023.04.04,884,1,004,s,p,protected
red_pine,2022,2023.04.04,885,1,004,s,p,protected
red_pine,2022,2023.04.04,886,2,004,s,p,protected
red_pine,2022,2023.04.07,887,0,004,s,p,protected
red_pine,2022,2023.04.07,888,2,004,s,p,protected
red_pine,2022,2023.04.07,889,3,004,s,p,protected
red_pine,2022,2023.04.07,890,1,004,s,p,protected
red_pine,2022,2023.04.07,891,1,004,s,p,protected
red_pine,2022,2023.03.03,892,1,004,s,p,protected
