describ,harvest,season,TRMT,spp,tpa,tpha,wall_denom,points_occupied,age,PCT_pts_present
winners,decker,2022,inside,svb,20.81940354645635,51.42392675974719,37,1,3,2.7027027027027026
winners,decker,2022,inside,cc,10.409701773228162,25.711963379873566,37,1,3,2.7027027027027026
winners,decker,2022,inside,pc,10.409701773228162,25.711963379873566,37,1,3,2.7027027027027026
winners,decker,2022,inside,ro,10.409701773228162,25.711963379873566,37,1,3,2.7027027027027026
winners,gas_line,2019,outside,ab,385.1589656094414,951.3426450553204,17,9,3,52.94117647058824
winners,gas_line,2019,outside,sb,203.90768767558666,503.6519885586991,17,6,3,35.294117647058826
winners,gas_line,2019,outside,rm,135.9384584503914,335.7679923724668,17,3,3,17.647058823529413
winners,gas_line,2019,outside,bta,113.28204870865952,279.806660310389,17,2,3,11.76470588235294
winners,gas_line,2019,outside,qa,113.28204870865906,279.8066603103879,17,3,3,17.647058823529413
winners,gas_line,2019,outside,stm,113.28204870865906,279.8066603103879,17,2,3,11.76470588235294
winners,gas_line,2019,outside,ah,90.6256389669276,223.84532824831115,17,3,3,17.647058823529413
winners,gas_line,2019,outside,bc,22.656409741731885,55.96133206207776,17,1,3,5.88235294117647
winners,gas_line,2019,outside,pb,22.656409741731885,55.96133206207776,17,1,3,5.88235294117647
winners,gas_line,2019,outside,ro,22.656409741731885,55.96133206207776,17,1,3,5.88235294117647
winners,gas_line,2019,outside,svb,22.656409741731885,55.96133206207776,17,1,3,5.88235294117647
winners,gas_line,2019,inside,bta,385.15896560944134,951.3426450553203,77,33,3,42.857142857142854
winners,gas_line,2019,inside,pc,320.132127259796,790.7263543316963,77,25,3,32.467532467532465
winners,gas_line,2019,inside,wa,115.04748323398917,284.16728358795325,77,13,3,16.883116883116884
winners,gas_line,2019,inside,sb,95.03922528025191,234.74688644222223,77,10,3,12.987012987012985
winners,gas_line,2019,inside,sm,85.03509630338337,210.03668786935697,77,10,3,12.987012987012985
winners,gas_line,2019,inside,bc,50.02064488434304,123.55099286432733,77,7,3,9.090909090909092
winners,gas_line,2019,inside,rm,40.01651590747451,98.84079429146205,77,6,3,7.792207792207792
winners,gas_line,2019,inside,qa,30.012386930605896,74.13059571859657,77,3,3,3.896103896103896
winners,gas_line,2019,inside,unk,30.012386930605896,74.13059571859657,77,3,3,3.896103896103896
winners,gas_line,2019,inside,pb,30.012386930605885,74.13059571859654,77,5,3,6.493506493506493
winners,gas_line,2019,inside,ab,15.006193465302948,37.06529785929828,77,2,3,2.5974025974025974
winners,gas_line,2019,inside,ba,15.006193465302948,37.06529785929828,77,2,3,2.5974025974025974
winners,gas_line,2019,inside,ro,15.006193465302937,37.065297859298255,77,3,3,3.896103896103896
winners,gas_line,2019,inside,stm,15.006193465302855,37.065297859298056,77,1,3,1.2987012987012987
winners,gas_line,2019,inside,sp,10.004128976868625,24.710198572865504,77,2,3,2.5974025974025974
winners,gas_line,2019,inside,gb,5.002064488434312,12.355099286432752,77,1,3,1.2987012987012987
winners,gas_line,2019,inside,yp,5.002064488434312,12.355099286432752,77,1,3,1.2987012987012987
winners,gas_line,2020,outside,sb,430.47178509290575,1063.2653091794773,17,8,4,47.05882352941176
winners,gas_line,2020,outside,ab,271.8769169007829,671.5359847449338,17,6,4,35.294117647058826
winners,gas_line,2020,outside,rm,203.90768767558674,503.6519885586993,17,3,4,17.647058823529413
winners,gas_line,2020,outside,bta,113.28204870865952,279.806660310389,17,2,4,11.76470588235294
winners,gas_line,2020,outside,eh,113.28204870865952,279.806660310389,17,2,4,11.76470588235294
winners,gas_line,2020,outside,stm,90.62563896692764,223.8453282483113,17,1,4,5.88235294117647
winners,gas_line,2020,outside,qa,67.9692292251957,167.8839961862334,17,2,4,11.76470588235294
winners,gas_line,2020,outside,svb,45.31281948346382,111.92266412415565,17,1,4,5.88235294117647
winners,gas_line,2020,outside,bc,22.656409741731885,55.96133206207776,17,1,4,5.88235294117647
winners,gas_line,2020,inside,pc,285.1176758407557,704.2406593266666,77,24,4,31.16883116883117
winners,gas_line,2020,inside,wa,225.09290197954425,555.9794678894743,77,19,4,24.675324675324674
winners,gas_line,2020,inside,bta,220.09083749110945,543.6243686030404,77,22,4,28.57142857142857
winners,gas_line,2020,inside,qa,210.0867085142409,518.9141700301751,77,19,4,24.675324675324674
winners,gas_line,2020,inside,sb,135.05574118772637,333.5876807336841,77,13,4,16.883116883116884
winners,gas_line,2020,inside,sm,95.03922528025191,234.74688644222223,77,11,4,14.285714285714285
winners,gas_line,2020,inside,ab,50.020644884343156,123.55099286432761,77,6,4,7.792207792207792
winners,gas_line,2020,inside,rm,45.01858039590884,111.19589357789485,77,6,4,7.792207792207792
winners,gas_line,2020,inside,ba,40.01651590747443,98.84079429146185,77,5,4,6.493506493506493
winners,gas_line,2020,inside,eh,35.01445141904022,86.48569500502936,77,3,4,3.896103896103896
winners,gas_line,2020,inside,ro,25.010322442171585,61.77549643216382,77,3,4,3.896103896103896
winners,gas_line,2020,inside,bc,25.010322442171493,61.77549643216359,77,2,4,2.5974025974025974
winners,gas_line,2020,inside,svb,25.01032244217148,61.775496432163564,77,3,4,3.896103896103896
winners,gas_line,2020,inside,stm,20.00825795373727,49.420397145731066,77,2,4,2.5974025974025974
winners,gas_line,2020,inside,pb,15.006193465302937,37.065297859298255,77,3,4,3.896103896103896
winners,gas_line,2020,inside,he,5.002064488434312,12.355099286432752,77,1,4,1.2987012987012987
winners,gas_line,2020,inside,sp,5.002064488434312,12.355099286432752,77,1,4,1.2987012987012987
winners,gas_line,2021,outside,sb,566.4102435432973,1399.0333015519443,17,10,5,58.82352941176471
winners,gas_line,2021,outside,rm,317.1897363842467,783.4586488690895,17,5,5,29.411764705882355
winners,gas_line,2021,outside,ab,249.2205071590501,615.5746526828539,17,5,5,29.411764705882355
winners,gas_line,2021,outside,ah,90.62563896692764,223.8453282483113,17,1,5,5.88235294117647
winners,gas_line,2021,outside,stm,90.62563896692764,223.8453282483113,17,1,5,5.88235294117647
winners,gas_line,2021,outside,bta,67.9692292251957,167.8839961862334,17,2,5,11.76470588235294
winners,gas_line,2021,outside,ro,45.31281948346377,111.92266412415552,17,2,5,11.76470588235294
winners,gas_line,2021,outside,bc,22.656409741731885,55.96133206207776,17,1,5,5.88235294117647
winners,gas_line,2021,outside,pb,22.656409741731885,55.96133206207776,17,1,5,5.88235294117647
winners,gas_line,2021,outside,qa,22.656409741731885,55.96133206207776,17,1,5,5.88235294117647
winners,gas_line,2021,outside,svb,22.656409741731885,55.96133206207776,17,1,5,5.88235294117647
winners,gas_line,2021,inside,pc,360.1486431672702,889.5671486231577,77,28,5,36.36363636363637
winners,gas_line,2021,inside,wa,240.0990954448469,593.044765748772,77,20,5,25.97402597402597
winners,gas_line,2021,inside,bta,180.07432158363528,444.7835743115792,77,21,5,27.27272727272727
winners,gas_line,2021,inside,qa,160.06606362989783,395.3631771658477,77,16,5,20.77922077922078
winners,gas_line,2021,inside,sb,135.05574118772637,333.5876807336842,77,11,5,14.285714285714285
winners,gas_line,2021,inside,sm,90.0371607918177,222.39178715578973,77,10,5,12.987012987012985
winners,gas_line,2021,inside,rm,70.02890283808044,172.9713900100587,77,6,5,7.792207792207792
winners,gas_line,2021,inside,bc,50.020644884343156,123.55099286432761,77,7,5,9.090909090909092
winners,gas_line,2021,inside,ab,50.02064488434314,123.55099286432758,77,8,5,10.38961038961039
winners,gas_line,2021,inside,eh,45.01858039590884,111.19589357789485,77,5,5,6.493506493506493
winners,gas_line,2021,inside,ba,40.01651590747444,98.84079429146188,77,4,5,5.194805194805195
winners,gas_line,2021,inside,ro,25.010322442171564,61.77549643216376,77,5,5,6.493506493506493
winners,gas_line,2021,inside,pb,15.006193465302948,37.06529785929828,77,2,5,2.5974025974025974
winners,gas_line,2021,inside,ns,15.006193465302937,37.065297859298255,77,3,5,3.896103896103896
winners,gas_line,2021,inside,svb,10.004128976868635,24.710198572865533,77,1,5,1.2987012987012987
winners,gas_line,2021,inside,yp,10.004128976868625,24.710198572865504,77,2,5,2.5974025974025974
winners,gas_line,2021,inside,stm,5.002064488434312,12.355099286432752,77,1,5,1.2987012987012987
winners,gas_line,2022,outside,sb,566.4102435432973,1399.0333015519443,17,10,6,58.82352941176471
winners,gas_line,2022,outside,ab,362.50255586771004,895.3813129932439,17,8,6,47.05882352941176
winners,gas_line,2022,outside,rm,135.938458450391,335.7679923724658,17,3,6,17.647058823529413
winners,gas_line,2022,outside,ah,67.9692292251957,167.8839961862334,17,2,6,11.76470588235294
winners,gas_line,2022,outside,bta,67.9692292251957,167.8839961862334,17,2,6,11.76470588235294
winners,gas_line,2022,outside,bc,45.31281948346382,111.92266412415565,17,1,6,5.88235294117647
winners,gas_line,2022,outside,pb,45.31281948346382,111.92266412415565,17,1,6,5.88235294117647
winners,gas_line,2022,outside,eh,22.656409741731885,55.96133206207776,17,1,6,5.88235294117647
winners,gas_line,2022,outside,qa,22.656409741731885,55.96133206207776,17,1,6,5.88235294117647
winners,gas_line,2022,inside,pc,345.1424497019674,852.5018507638596,77,27,6,35.064935064935064
winners,gas_line,2022,inside,wa,220.09083749110945,543.6243686030405,77,16,6,20.77922077922078
winners,gas_line,2022,inside,sb,190.07845056050382,469.4937728844445,77,20,6,25.97402597402597
winners,gas_line,2022,inside,qa,160.06606362989794,395.3631771658479,77,17,6,22.07792207792208
winners,gas_line,2022,inside,bta,110.04541874555484,271.8121843015205,77,15,6,19.480519480519483
winners,gas_line,2022,inside,rm,85.03509630338328,210.03668786935674,77,9,6,11.688311688311687
winners,gas_line,2022,inside,sm,75.03096732651474,185.32648929649142,77,9,6,11.688311688311687
winners,gas_line,2022,inside,ab,70.02890283808043,172.97139001005868,77,8,6,10.38961038961039
winners,gas_line,2022,inside,eh,60.02477386121179,148.26119143719313,77,7,6,9.090909090909092
winners,gas_line,2022,inside,ba,45.01858039590875,111.19589357789462,77,4,6,5.194805194805195
winners,gas_line,2022,inside,bc,35.0144514190402,86.4856950050293,77,6,6,7.792207792207792
winners,gas_line,2022,inside,pb,25.01032244217157,61.77549643216379,77,4,6,5.194805194805195
winners,gas_line,2022,inside,yp,20.008257953737168,49.42039714573081,77,2,6,2.5974025974025974
winners,gas_line,2022,inside,cc,15.006193465302855,37.065297859298056,77,1,6,1.2987012987012987
winners,gas_line,2022,inside,ro,10.004128976868625,24.710198572865504,77,2,6,2.5974025974025974
winners,gas_line,2022,inside,sp,5.002064488434312,12.355099286432752,77,1,6,1.2987012987012987
winners,gas_line,2022,inside,wi,5.002064488434312,12.355099286432752,77,1,6,1.2987012987012987
winners,recknagel,2020,outside,ab,96.28974140236059,237.83566126383067,32,3,1,9.375
winners,recknagel,2020,outside,eh,12.036217675295063,29.72945765797881,32,1,1,3.125
winners,recknagel,2020,inside,bta,30.407286758639998,75.1059982938408,38,1,1,2.631578947368421
winners,recknagel,2020,inside,ro,10.135762252880053,25.035332764613734,38,1,1,2.631578947368421
winners,recknagel,2021,outside,ab,445.3400539859173,1099.9899333452158,32,15,2,46.875
winners,recknagel,2021,outside,eh,324.97787723296636,802.695356765427,32,10,2,31.25
winners,recknagel,2021,outside,wa,36.10865302588522,89.1883729739365,32,2,2,6.25
winners,recknagel,2021,outside,ba,12.036217675295063,29.72945765797881,32,1,2,3.125
winners,recknagel,2021,outside,ro,12.036217675295063,29.72945765797881,32,1,2,3.125
winners,recknagel,2021,outside,sm,12.036217675295063,29.72945765797881,32,1,2,3.125
winners,recknagel,2021,outside,stm,12.036217675295063,29.72945765797881,32,1,2,3.125
winners,recknagel,2021,inside,sb,385.1589656094422,951.3426450553224,38,16,2,42.10526315789473
winners,recknagel,2021,inside,rm,243.25829406912152,600.8479863507303,38,10,2,26.31578947368421
winners,recknagel,2021,inside,ro,182.44372055184056,450.63598976304615,38,8,2,21.052631578947366
winners,recknagel,2021,inside,sm,131.76490928744084,325.4593259399789,38,5,2,13.157894736842104
winners,recknagel,2021,inside,pc,131.7649092874406,325.4593259399783,38,7,2,18.421052631578945
winners,recknagel,2021,inside,eh,101.35762252880042,250.35332764613705,38,5,2,13.157894736842104
winners,recknagel,2021,inside,wa,81.08609802304026,200.28266211690948,38,6,2,15.789473684210526
winners,recknagel,2021,inside,bta,60.814573517279996,150.2119965876816,38,2,2,5.263157894736842
winners,recknagel,2021,inside,ah,50.6788112644001,125.17666382306827,38,3,2,7.894736842105263
winners,recknagel,2021,inside,bc,40.54304901152024,100.141331058455,38,3,2,7.894736842105263
winners,recknagel,2021,inside,ab,40.54304901152021,100.14133105845494,38,4,2,10.526315789473683
winners,recknagel,2021,inside,ba,10.135762252880053,25.035332764613734,38,1,2,2.631578947368421
winners,recknagel,2021,inside,la,10.135762252880053,25.035332764613734,38,1,2,2.631578947368421
winners,recknagel,2021,inside,svb,10.135762252880053,25.035332764613734,38,1,2,2.631578947368421
winners,recknagel,2022,outside,ab,493.48492468709765,1218.9077639771315,32,14,3,43.75
winners,recknagel,2022,outside,eh,300.9054418823764,743.2364414494698,32,11,3,34.375
winners,recknagel,2022,outside,wa,132.39839442824578,327.0240342377671,32,8,3,25
winners,recknagel,2022,outside,stm,72.21730605177046,178.37674594787308,32,2,3,6.25
winners,recknagel,2022,outside,sb,36.108653025885,89.18837297393596,32,1,3,3.125
winners,recknagel,2022,outside,sh,24.072435350590126,59.45891531595762,32,1,3,3.125
winners,recknagel,2022,outside,bh,12.036217675295063,29.72945765797881,32,1,3,3.125
winners,recknagel,2022,outside,rm,12.036217675295063,29.72945765797881,32,1,3,3.125
winners,recknagel,2022,outside,ro,12.036217675295063,29.72945765797881,32,1,3,3.125
winners,recknagel,2022,outside,svb,12.036217675295063,29.72945765797881,32,1,3,3.125
winners,recknagel,2022,inside,sb,395.2947278623221,976.3779778199356,38,17,3,44.73684210526316
winners,recknagel,2022,inside,rm,172.30795829896107,425.60065699843386,38,7,3,18.421052631578945
winners,recknagel,2022,inside,sm,172.3079582989607,425.60065699843295,38,7,3,18.421052631578945
winners,recknagel,2022,inside,pc,162.17219604608096,400.56532423382004,38,10,3,26.31578947368421
winners,recknagel,2022,inside,eh,131.76490928744056,325.45932593997827,38,8,3,21.052631578947366
winners,recknagel,2022,inside,wa,111.49338478168048,275.3886604107508,38,7,3,18.421052631578945
winners,recknagel,2022,inside,ro,101.35762252880023,250.3533276461366,38,5,3,13.157894736842104
winners,recknagel,2022,inside,ah,60.81457351728018,150.21199658768205,38,3,3,7.894736842105263
winners,recknagel,2022,inside,bc,50.67881126440029,125.17666382306874,38,4,3,10.526315789473683
winners,recknagel,2022,inside,stm,40.54304901152026,100.14133105845505,38,2,3,5.263157894736842
winners,recknagel,2022,inside,ab,40.54304901152024,100.141331058455,38,3,3,7.894736842105263
winners,recknagel,2022,inside,bta,40.543049011520054,100.14133105845454,38,2,3,5.263157894736842
winners,recknagel,2022,inside,svb,30.407286758640158,75.1059982938412,38,3,3,7.894736842105263
winners,recknagel,2022,inside,ba,10.135762252880053,25.035332764613734,38,1,3,2.631578947368421
winners,recknagel,2022,inside,la,10.135762252880053,25.035332764613734,38,1,3,2.631578947368421
winners,recknagel,2022,inside,qa,10.135762252880053,25.035332764613734,38,1,3,2.631578947368421
winners,red_pine,2019,outside,ab,345.3149346843269,852.9278886702875,29,10,3,34.48275862068966
winners,red_pine,2019,outside,bta,252.3455291923933,623.2934571052116,29,7,3,24.137931034482758
