describ,harvest,season,TRMT,spp,TOTAL_tpa,TOTAL_tpha,PCT_pts_present,wall_denom,age,spp_count
winners,decker,2022,outside,remainder,128,317,NA,15,3,5
winners,decker,2022,outside,TOTAL,1001,2473,NA,NA,NA,10
winners,decker,2022,inside,ab,333,823,32,37,3,1
winners,decker,2022,inside,sb,156,386,27,37,3,1
winners,decker,2022,inside,eh,94,231,19,37,3,1
winners,decker,2022,inside,stm,83,206,8,37,3,1
winners,decker,2022,inside,rm,73,180,11,37,3,1
winners,decker,2022,inside,remainder,344,848,NA,37,3,10
winners,decker,2022,inside,TOTAL,1083,2674,NA,NA,NA,15
winners,decker,2021,outside,eh,308,761,27,15,2,1
winners,decker,2021,outside,ah,103,254,20,15,2,1
winners,decker,2021,outside,ab,51,127,13,15,2,1
winners,decker,2021,outside,sb,51,127,13,15,2,1
winners,decker,2021,outside,TOTAL,514,1268,NA,NA,NA,4
winners,decker,2021,inside,ab,364,900,38,37,2,1
winners,decker,2021,inside,stm,115,283,8,37,2,1
winners,decker,2021,inside,rm,104,257,8,37,2,1
winners,decker,2021,inside,sb,83,206,16,37,2,1
winners,decker,2021,inside,bta,73,180,14,37,2,1
winners,decker,2021,inside,remainder,229,566,NA,37,2,9
winners,decker,2021,inside,TOTAL,968,2391,NA,NA,NA,14
winners,decker,2020,outside,sb,128,317,20,15,1,1
winners,decker,2020,outside,eh,103,254,13,15,1,1
winners,decker,2020,outside,ah,77,190,13,15,1,1
winners,decker,2020,outside,ab,26,63,7,15,1,1
winners,decker,2020,outside,TOTAL,334,824,NA,NA,NA,4
winners,decker,2020,inside,ab,302,746,30,37,1,1
winners,decker,2020,inside,stm,73,180,8,37,1,1
winners,decker,2020,inside,sb,62,154,8,37,1,1
winners,decker,2020,inside,eh,62,154,14,37,1,1
winners,decker,2020,inside,bc,42,103,5,37,1,1
winners,decker,2020,inside,remainder,198,489,NA,37,1,7
winners,decker,2020,inside,TOTAL,739,1826,NA,NA,NA,12
winners,gas_line,2022,outside,sb,566,1399,59,17,6,1
winners,gas_line,2022,outside,ab,363,895,47,17,6,1
winners,gas_line,2022,outside,rm,136,336,18,17,6,1
winners,gas_line,2022,outside,ah,68,168,12,17,6,1
winners,gas_line,2022,outside,bta,68,168,12,17,6,1
winners,gas_line,2022,outside,remainder,136,336,NA,17,6,4
winners,gas_line,2022,outside,TOTAL,1337,3302,NA,NA,NA,9
winners,gas_line,2022,inside,pc,345,853,35,77,6,1
winners,gas_line,2022,inside,wa,220,544,21,77,6,1
winners,gas_line,2022,inside,sb,190,469,26,77,6,1
winners,gas_line,2022,inside,qa,160,395,22,77,6,1
winners,gas_line,2022,inside,bta,110,272,19,77,6,1
winners,gas_line,2022,inside,remainder,450,1112,NA,77,6,12
winners,gas_line,2022,inside,TOTAL,1476,3645,NA,NA,NA,17
winners,gas_line,2021,outside,sb,566,1399,59,17,5,1
winners,gas_line,2021,outside,rm,317,783,29,17,5,1
winners,gas_line,2021,outside,ab,249,616,29,17,5,1
winners,gas_line,2021,outside,ah,91,224,6,17,5,1
winners,gas_line,2021,outside,stm,91,224,6,17,5,1
winners,gas_line,2021,outside,remainder,204,504,NA,17,5,6
winners,gas_line,2021,outside,TOTAL,1518,3749,NA,NA,NA,11
winners,gas_line,2021,inside,pc,360,890,36,77,5,1
winners,gas_line,2021,inside,wa,240,593,26,77,5,1
winners,gas_line,2021,inside,bta,180,445,27,77,5,1
winners,gas_line,2021,inside,qa,160,395,21,77,5,1
winners,gas_line,2021,inside,sb,135,334,14,77,5,1
winners,gas_line,2021,inside,remainder,425,1050,NA,77,5,12
winners,gas_line,2021,inside,TOTAL,1501,3707,NA,NA,NA,17
winners,gas_line,2020,outside,sb,430,1063,47,17,4,1
winners,gas_line,2020,outside,ab,272,672,35,17,4,1
winners,gas_line,2020,outside,rm,204,504,18,17,4,1
winners,gas_line,2020,outside,bta,113,280,12,17,4,1
winners,gas_line,2020,outside,eh,113,280,12,17,4,1
winners,gas_line,2020,outside,remainder,227,560,NA,17,4,4
winners,gas_line,2020,outside,TOTAL,1359,3358,NA,NA,NA,9
winners,gas_line,2020,inside,pc,285,704,31,77,4,1
winners,gas_line,2020,inside,wa,225,556,25,77,4,1
winners,gas_line,2020,inside,bta,220,544,29,77,4,1
winners,gas_line,2020,inside,qa,210,519,25,77,4,1
winners,gas_line,2020,inside,sb,135,334,17,77,4,1
winners,gas_line,2020,inside,remainder,385,951,NA,77,4,12
winners,gas_line,2020,inside,TOTAL,1461,3608,NA,NA,NA,17
winners,gas_line,2019,outside,ab,385,951,53,17,3,1
winners,gas_line,2019,outside,sb,204,504,35,17,3,1
winners,gas_line,2019,outside,rm,136,336,18,17,3,1
winners,gas_line,2019,outside,bta,113,280,12,17,3,1
winners,gas_line,2019,outside,qa,113,280,18,17,3,1
winners,gas_line,2019,outside,remainder,295,727,NA,17,3,6
winners,gas_line,2019,outside,TOTAL,1246,3078,NA,NA,NA,11
winners,gas_line,2019,inside,bta,385,951,43,77,3,1
winners,gas_line,2019,inside,pc,320,791,32,77,3,1
winners,gas_line,2019,inside,wa,115,284,17,77,3,1
winners,gas_line,2019,inside,sb,95,235,13,77,3,1
winners,gas_line,2019,inside,sm,85,210,13,77,3,1
winners,gas_line,2019,inside,remainder,260,642,NA,77,3,12
winners,gas_line,2019,inside,TOTAL,1261,3113,NA,NA,NA,17
winners,recknagel,2022,outside,ab,493,1219,44,32,3,1
winners,recknagel,2022,outside,eh,301,743,34,32,3,1
winners,recknagel,2022,outside,wa,132,327,25,32,3,1
winners,recknagel,2022,outside,stm,72,178,6,32,3,1
winners,recknagel,2022,outside,sb,36,89,3,32,3,1
winners,recknagel,2022,outside,remainder,72,178,NA,32,3,5
winners,recknagel,2022,outside,TOTAL,1107,2735,NA,NA,NA,10
winners,recknagel,2022,inside,sb,395,976,45,38,3,1
winners,recknagel,2022,inside,rm,172,426,18,38,3,1
winners,recknagel,2022,inside,sm,172,426,18,38,3,1
winners,recknagel,2022,inside,pc,162,401,26,38,3,1
winners,recknagel,2022,inside,eh,132,325,21,38,3,1
winners,recknagel,2022,inside,remainder,507,1252,NA,38,3,11
winners,recknagel,2022,inside,TOTAL,1541,3805,NA,NA,NA,16
winners,recknagel,2021,outside,ab,445,1100,47,32,2,1
winners,recknagel,2021,outside,eh,325,803,31,32,2,1
winners,recknagel,2021,outside,wa,36,89,6,32,2,1
winners,recknagel,2021,outside,ba,12,30,3,32,2,1
winners,recknagel,2021,outside,ro,12,30,3,32,2,1
winners,recknagel,2021,outside,remainder,24,59,NA,32,2,2
winners,recknagel,2021,outside,TOTAL,855,2111,NA,NA,NA,7
winners,recknagel,2021,inside,sb,385,951,42,38,2,1
winners,recknagel,2021,inside,rm,243,601,26,38,2,1
winners,recknagel,2021,inside,ro,182,451,21,38,2,1
winners,recknagel,2021,inside,sm,132,325,13,38,2,1
winners,recknagel,2021,inside,pc,132,325,18,38,2,1
winners,recknagel,2021,inside,remainder,405,1001,NA,38,2,9
winners,recknagel,2021,inside,TOTAL,1480,3655,NA,NA,NA,14
winners,recknagel,2020,outside,ab,96,238,9,32,1,1
winners,recknagel,2020,outside,eh,12,30,3,32,1,1
winners,recknagel,2020,outside,TOTAL,108,268,NA,NA,NA,2
winners,recknagel,2020,inside,bta,30,75,3,38,1,1
winners,recknagel,2020,inside,ro,10,25,3,38,1,1
winners,recknagel,2020,inside,TOTAL,41,100,NA,NA,NA,2
winners,red_pine,2022,outside,sb,359,886,52,29,6,1
winners,red_pine,2022,outside,ab,319,787,45,29,6,1
winners,red_pine,2022,outside,rm,252,623,31,29,6,1
winners,red_pine,2022,outside,bta,146,361,17,29,6,1
winners,red_pine,2022,outside,ro,133,328,17,29,6,1
winners,red_pine,2022,outside,remainder,279,689,NA,29,6,6
winners,red_pine,2022,outside,TOTAL,1488,3674,NA,NA,NA,11
winners,red_pine,2022,inside,bta,344,849,36,28,6,1
winners,red_pine,2022,inside,pc,303,747,36,28,6,1
winners,red_pine,2022,inside,rm,220,544,25,28,6,1
winners,red_pine,2022,inside,wa,151,374,25,28,6,1
winners,red_pine,2022,inside,ro,124,306,25,28,6,1
winners,red_pine,2022,inside,remainder,289,714,NA,28,6,7
winners,red_pine,2022,inside,TOTAL,1431,3534,NA,NA,NA,12
winners,red_pine,2021,outside,sb,372,919,59,29,5,1
winners,red_pine,2021,outside,ab,279,689,34,29,5,1
winners,red_pine,2021,outside,bta,186,459,21,29,5,1
winners,red_pine,2021,outside,rm,173,426,17,29,5,1
winners,red_pine,2021,outside,pb,133,328,21,29,5,1
winners,red_pine,2021,outside,remainder,345,853,NA,29,5,8
winners,red_pine,2021,outside,TOTAL,1488,3674,NA,NA,NA,13
winners,red_pine,2021,inside,pc,371,917,39,28,5,1
winners,red_pine,2021,inside,bta,358,883,32,28,5,1
winners,red_pine,2021,inside,rm,248,612,29,28,5,1
winners,red_pine,2021,inside,wa,179,442,32,28,5,1
winners,red_pine,2021,inside,qa,138,340,18,28,5,1
winners,red_pine,2021,inside,remainder,234,578,NA,28,5,8
winners,red_pine,2021,inside,TOTAL,1527,3771,NA,NA,NA,13
winners,red_pine,2020,outside,ab,465,1148,41,29,4,1
winners,red_pine,2020,outside,bta,252,623,28,29,4,1
winners,red_pine,2020,outside,sb,159,394,21,29,4,1
winners,red_pine,2020,outside,svb,146,361,17,29,4,1
winners,red_pine,2020,outside,pb,106,262,10,29,4,1
winners,red_pine,2020,outside,remainder,305,755,NA,29,4,6
winners,red_pine,2020,outside,TOTAL,1434,3543,NA,NA,NA,11
winners,red_pine,2020,inside,pc,330,815,32,28,4,1
winners,red_pine,2020,inside,bta,234,578,21,28,4,1
winners,red_pine,2020,inside,rm,206,510,32,28,4,1
winners,red_pine,2020,inside,wa,206,510,29,28,4,1
winners,red_pine,2020,inside,svb,110,272,14,28,4,1
winners,red_pine,2020,inside,remainder,289,714,NA,28,4,9
winners,red_pine,2020,inside,TOTAL,1376,3398,NA,NA,NA,14
winners,red_pine,2019,outside,ab,345,853,34,29,3,1
winners,red_pine,2019,outside,bta,252,623,24,29,3,1
winners,red_pine,2019,outside,sb,133,328,17,29,3,1
winners,red_pine,2019,outside,svb,120,295,14,29,3,1
winners,red_pine,2019,outside,rm,66,164,14,29,3,1
winners,red_pine,2019,outside,remainder,159,394,NA,29,3,4
winners,red_pine,2019,outside,TOTAL,1076,2657,NA,NA,NA,9
winners,red_pine,2019,inside,bta,358,883,39,28,3,1
winners,red_pine,2019,inside,pc,358,883,36,28,3,1
winners,red_pine,2019,inside,rm,234,578,29,28,3,1
winners,red_pine,2019,inside,svb,110,272,14,28,3,1
winners,red_pine,2019,inside,wa,110,272,14,28,3,1
winners,red_pine,2019,inside,remainder,151,374,NA,28,3,6
winners,red_pine,2019,inside,TOTAL,1321,3262,NA,NA,NA,11
winners,sta_rd,2022,outside,sb,510,1259,47,34,5,1
winners,sta_rd,2022,outside,wa,193,476,29,34,5,1
winners,sta_rd,2022,outside,ab,181,448,21,34,5,1
winners,sta_rd,2022,outside,stm,102,252,18,34,5,1
winners,sta_rd,2022,outside,rm,79,196,9,34,5,1
winners,sta_rd,2022,outside,remainder,45,112,NA,34,5,3
winners,sta_rd,2022,outside,TOTAL,1110,2742,NA,NA,NA,8
winners,sta_rd,2022,inside,pc,695,1716,57,61,5,1
winners,sta_rd,2022,inside,sb,290,717,28,61,5,1
winners,sta_rd,2022,inside,wa,145,359,18,61,5,1
winners,sta_rd,2022,inside,bta,101,250,7,61,5,1
winners,sta_rd,2022,inside,rm,101,250,10,61,5,1
winners,sta_rd,2022,inside,remainder,183,452,NA,61,5,5
winners,sta_rd,2022,inside,TOTAL,1515,3743,NA,NA,NA,10
winners,sta_rd,2021,outside,sb,453,1119,47,34,4,1
winners,sta_rd,2021,outside,wa,215,532,26,34,4,1
winners,sta_rd,2021,outside,ab,170,420,18,34,4,1
winners,sta_rd,2021,outside,rm,79,196,6,34,4,1
winners,sta_rd,2021,outside,stm,34,84,3,34,4,1
winners,sta_rd,2021,outside,remainder,23,56,NA,34,4,2
winners,sta_rd,2021,outside,TOTAL,974,2406,NA,NA,NA,7
winners,sta_rd,2021,inside,pc,739,1825,59,61,4,1
winners,sta_rd,2021,inside,sb,215,530,25,61,4,1
winners,sta_rd,2021,inside,bta,101,250,7,61,4,1
winners,sta_rd,2021,inside,wa,88,218,11,61,4,1
winners,sta_rd,2021,inside,rm,82,203,10,61,4,1
winners,sta_rd,2021,inside,remainder,158,390,NA,61,4,5
winners,sta_rd,2021,inside,TOTAL,1383,3415,NA,NA,NA,10
winners,sta_rd,2020,outside,sb,498,1231,47,34,3,1
winners,sta_rd,2020,outside,wa,170,420,24,34,3,1
winners,sta_rd,2020,outside,ab,147,364,12,34,3,1
winners,sta_rd,2020,outside,rm,102,252,9,34,3,1
winners,sta_rd,2020,outside,bta,34,84,3,34,3,1
winners,sta_rd,2020,outside,remainder,34,84,NA,34,3,2
winners,sta_rd,2020,outside,TOTAL,986,2434,NA,NA,NA,7
winners,sta_rd,2020,inside,pc,612,1513,48,61,3,1
winners,sta_rd,2020,inside,sb,265,655,26,61,3,1
winners,sta_rd,2020,inside,wa,183,452,21,61,3,1
winners,sta_rd,2020,inside,bta,101,250,7,61,3,1
winners,sta_rd,2020,inside,ba,69,172,5,61,3,1
winners,sta_rd,2020,inside,remainder,95,234,NA,61,3,3
winners,sta_rd,2020,inside,TOTAL,1326,3275,NA,NA,NA,8
winners,sta_rd,2019,outside,sb,453,1119,38,34,2,1
winners,sta_rd,2019,outside,ab,159,392,15,34,2,1
winners,sta_rd,2019,outside,wa,147,364,18,34,2,1
winners,sta_rd,2019,outside,rm,57,140,6,34,2,1
winners,sta_rd,2019,outside,bta,23,56,3,34,2,1
winners,sta_rd,2019,outside,remainder,34,84,NA,34,2,2
winners,sta_rd,2019,outside,TOTAL,872,2155,NA,NA,NA,7
winners,sta_rd,2019,inside,pc,612,1513,48,61,2,1
winners,sta_rd,2019,inside,sb,107,265,11,61,2,1
winners,sta_rd,2019,inside,bta,101,250,7,61,2,1
winners,sta_rd,2019,inside,ba,95,234,8,61,2,1
winners,sta_rd,2019,inside,stm,44,109,3,61,2,1
winners,sta_rd,2019,inside,remainder,114,281,NA,61,2,5
winners,sta_rd,2019,inside,TOTAL,1073,2651,NA,NA,NA,10
