harvest,season,wall,size,type,spp,tpa,wall_denom,points_occupied,age,spp_freq
campridge,2021,protected,exposed,interfering,ab,5932.994261281332,94,57,2,60.63829787234043
campridge,2021,protected,exposed,commercial,ba,69.2014705862013,94,5,2,5.319148936170213
campridge,2021,protected,exposed,commercial,bc,25.64713470235534,94,3,2,3.1914893617021276
campridge,2021,protected,exposed,diversity,bta,1771.3164100996455,94,45,2,47.87234042553192
campridge,2021,protected,exposed,diversity,ec,21.549698897999576,94,2,2,2.127659574468085
campridge,2021,protected,exposed,interfering,eh,356.0249699048402,94,13,2,13.829787234042554
campridge,2021,protected,exposed,other,empty,0,94,2,2,2.127659574468085
campridge,2021,protected,exposed,interfering,pc,1403.4570638833186,94,33,2,35.1063829787234
campridge,2021,protected,exposed,diversity,qa,1313.1638255007013,94,24,2,25.53191489361702
campridge,2021,protected,exposed,commercial,rm,683.2152454786632,94,30,2,31.914893617021278
campridge,2021,protected,exposed,commercial,ro,230.3692742333515,94,14,2,14.893617021276595
campridge,2021,protected,exposed,diversity,sa,171.33507130777605,94,8,2,8.51063829787234
campridge,2021,protected,exposed,commercial,sb,3160.8200439465095,94,57,2,60.63829787234043
campridge,2021,protected,exposed,commercial,sh,10.774849448999788,94,1,2,1.0638297872340425
campridge,2021,protected,exposed,diversity,sh,10.774849448999788,94,1,2,1.0638297872340425
campridge,2021,protected,exposed,commercial,sm,53.87424724499905,94,2,2,2.127659574468085
campridge,2021,protected,exposed,interfering,stm,21.549698897999576,94,1,2,1.0638297872340425
campridge,2021,protected,exposed,diversity,svb,107.748494489998,94,6,2,6.382978723404255
campridge,2021,protected,exposed,other,unk,4.097435804355766,94,1,2,1.0638297872340425
campridge,2021,protected,exposed,commercial,wa,303.2132425360621,94,12,2,12.76595744680851
campridge,2021,protected,exposed,diversity,wh,24.584614826134572,94,1,2,1.0638297872340425
campridge,2021,protected,exposed,diversity,wi,78.45886207113361,94,4,2,4.25531914893617
campridge,2021,protected,exposed,commercial,wp,53.87424724499905,94,3,2,3.1914893617021276
campridge,2022,protected,exposed,other,empty,0,94,94,3,100
circle,2020,protected,exposed,interfering,ab,759.6268861544863,24,7,1,29.166666666666668
circle,2020,protected,exposed,other,ah,42.20149367524917,24,1,1,4.166666666666666
circle,2020,protected,exposed,commercial,ba,106.39465461015625,24,2,1,8.333333333333332
circle,2020,protected,exposed,diversity,bta,1628.6142541135305,24,6,1,25
circle,2020,protected,exposed,interfering,eh,767.3521040244838,24,4,1,16.666666666666664
circle,2020,protected,exposed,other,empty,0,24,2,1,8.333333333333332
circle,2020,protected,exposed,interfering,pc,2915.46674528033,24,13,1,54.166666666666664
circle,2020,protected,exposed,commercial,rm,84.40298735049834,24,2,1,8.333333333333332
circle,2020,protected,exposed,commercial,ro,379.81344307724294,24,6,1,25
circle,2020,protected,exposed,commercial,sb,295.4104557267442,24,6,1,25
circle,2020,protected,exposed,commercial,sm,168.8059747009971,24,1,1,4.166666666666666
circle,2020,protected,exposed,diversity,svb,422.01493675249293,24,3,1,12.5
circle,2020,protected,exposed,commercial,wa,84.40298735049834,24,1,1,4.166666666666666
circle,2021,protected,exposed,interfering,ab,9410.933089580583,24,20,2,83.33333333333334
circle,2021,protected,exposed,other,ah,391.7001971291055,24,3,2,12.5
circle,2021,protected,exposed,commercial,ba,64.19316093490708,24,1,2,4.166666666666666
circle,2021,protected,exposed,commercial,bh,84.40298735049834,24,1,2,4.166666666666666
circle,2021,protected,exposed,diversity,bta,1266.0330876203461,24,7,2,29.166666666666668
circle,2021,protected,exposed,interfering,eh,425.57861844062495,24,5,2,20.833333333333336
circle,2021,protected,exposed,interfering,pc,2230.1262106314134,24,13,2,54.166666666666664
circle,2021,protected,exposed,commercial,rm,801.8283798297363,24,7,2,29.166666666666668
circle,2021,protected,exposed,commercial,ro,970.6343545307321,24,13,2,54.166666666666664
circle,2021,protected,exposed,diversity,sa,126.6044810257475,24,2,2,8.333333333333332
circle,2021,protected,exposed,commercial,sb,3582.965426214323,24,15,2,62.5
circle,2021,protected,exposed,commercial,sm,64.19316093490708,24,1,2,4.166666666666666
circle,2021,protected,exposed,diversity,svb,454.1115172199462,24,2,2,8.333333333333332
circle,2021,protected,exposed,commercial,wa,253.208962051495,24,4,2,16.666666666666664
circle,2022,protected,exposed,interfering,ab,13452.171569196731,24,19,3,79.16666666666666
circle,2022,protected,exposed,other,ah,511.7634466351894,24,5,3,20.833333333333336
circle,2022,protected,exposed,commercial,ba,80.24145116863383,24,2,3,8.333333333333332
circle,2022,protected,exposed,commercial,bh,126.6044810257475,24,2,3,8.333333333333332
circle,2022,protected,exposed,diversity,bta,1121.5984755168072,24,7,3,29.166666666666668
circle,2022,protected,exposed,interfering,eh,437.46537249248706,24,4,3,16.666666666666664
circle,2022,protected,exposed,other,empty,0,24,1,3,4.166666666666666
circle,2022,protected,exposed,commercial,ohw,0,24,24,3,100
circle,2022,protected,exposed,interfering,pc,2209.3185297220903,24,15,3,62.5
circle,2022,protected,exposed,commercial,rm,1619.7050498932,24,13,3,54.166666666666664
circle,2022,protected,exposed,commercial,ro,1034.8275154656394,24,13,3,54.166666666666664
circle,2022,protected,exposed,diversity,sa,168.80597470099707,24,3,3,12.5
circle,2022,protected,exposed,commercial,sb,3093.779778695392,24,17,3,70.83333333333334
circle,2022,protected,exposed,commercial,sm,116.49956781795188,24,3,3,12.5
circle,2022,protected,exposed,diversity,svb,518.3046781548534,24,3,3,12.5
circle,2022,protected,exposed,commercial,wa,317.4021229864021,24,4,3,16.666666666666664
circle,2022,protected,exposed,commercial,yp,42.20149367524917,24,1,3,4.166666666666666
decker,2020,control,exposed,interfering,ab,67.52238988039866,15,1,1,6.666666666666667
decker,2020,protected,exposed,interfering,ab,1183.246240053913,37,13,1,35.13513513513514
decker,2020,control,exposed,other,ah,337.611949401994,15,2,1,13.333333333333334
decker,2020,protected,exposed,other,ah,37.78364361663303,37,2,1,5.405405405405405
decker,2020,protected,exposed,commercial,ba,65.1575854600381,37,1,1,2.7027027027027026
decker,2020,protected,exposed,commercial,bc,136.8697092170246,37,2,1,5.405405405405405
decker,2020,protected,exposed,diversity,bta,338.8970038940854,37,3,1,8.108108108108109
decker,2020,control,exposed,interfering,eh,540.1791190431907,15,2,1,13.333333333333334
decker,2020,protected,exposed,interfering,eh,168.09881453670909,37,6,1,16.216216216216218
decker,2020,control,exposed,other,empty,0,15,10,1,66.66666666666666
decker,2020,protected,exposed,other,empty,0,37,11,1,29.72972972972973
decker,2020,protected,exposed,interfering,pc,37.78364361663303,37,2,1,5.405405405405405
decker,2020,protected,exposed,commercial,rm,75.56728723326609,37,3,1,8.108108108108109
decker,2020,protected,exposed,commercial,ro,54.74788368680973,37,2,1,5.405405405405405
decker,2020,control,exposed,commercial,sb,337.61194940199334,15,3,1,20
decker,2020,protected,exposed,commercial,sb,229.40123652046756,37,4,1,10.81081081081081
decker,2020,protected,exposed,commercial,sm,109.49576737361973,37,1,1,2.7027027027027026
decker,2020,protected,exposed,interfering,stm,284.14912020727763,37,3,1,8.108108108108109
decker,2020,protected,exposed,commercial,wa,82.1218255302146,37,2,1,5.405405405405405
decker,2021,control,exposed,interfering,ab,135.04477976079733,15,2,2,13.333333333333334
decker,2021,protected,exposed,interfering,ab,2498.351237192959,37,16,2,43.24324324324324
decker,2021,control,exposed,other,ah,810.2686785647867,15,3,2,20
decker,2021,protected,exposed,other,ah,113.35093084989909,37,5,2,13.513513513513514
decker,2021,protected,exposed,commercial,ba,48.193345389861214,37,2,2,5.405405405405405
decker,2021,protected,exposed,commercial,bc,54.74788368680973,37,1,2,2.7027027027027026
decker,2021,protected,exposed,diversity,bta,412.92070496229496,37,6,2,16.216216216216218
decker,2021,protected,exposed,other,cc,109.49576737361946,37,1,2,2.7027027027027026
decker,2021,control,exposed,interfering,eh,1485.492577368776,15,4,2,26.666666666666668
decker,2021,protected,exposed,interfering,eh,165.39943971604,37,7,2,18.91891891891892
decker,2021,control,exposed,other,empty,0,15,7,2,46.666666666666664
decker,2021,protected,exposed,other,empty,0,37,5,2,13.513513513513514
decker,2021,protected,exposed,interfering,pc,65.15758546003784,37,2,2,5.405405405405405
decker,2021,protected,exposed,commercial,rm,302.26914893306486,37,4,2,10.81081081081081
decker,2021,protected,exposed,commercial,ro,109.49576737361946,37,4,2,10.81081081081081
decker,2021,control,exposed,commercial,sb,202.567169641196,15,3,2,20
decker,2021,protected,exposed,commercial,sb,788.4455638174029,37,11,2,29.72972972972973
decker,2021,protected,exposed,commercial,sm,52.048508866140864,37,2,2,5.405405405405405
decker,2021,protected,exposed,interfering,stm,523.9600585009732,37,4,2,10.81081081081081
decker,2021,protected,exposed,diversity,svb,20.819403546456325,37,2,2,5.405405405405405
decker,2021,protected,exposed,commercial,wa,157.68911276348052,37,4,2,10.81081081081081
decker,2022,control,exposed,interfering,ab,794.1008174323136,15,5,3,33.33333333333333
decker,2022,protected,exposed,interfering,ab,2472.133084005165,37,16,3,43.24324324324324
decker,2022,control,exposed,other,ah,1620.5373571295727,15,5,3,33.33333333333333
decker,2022,protected,exposed,other,ah,165.39943971603998,37,5,3,13.513513513513514
decker,2022,protected,exposed,commercial,ba,102.94122907667094,37,4,3,10.81081081081081
decker,2022,protected,exposed,commercial,bc,229.4012365204673,37,3,3,8.108108108108109
decker,2022,protected,exposed,diversity,bta,385.54676311889017,37,5,3,13.513513513513514
decker,2022,protected,exposed,other,cc,20.81940354645635,37,1,3,2.7027027027027026
decker,2022,control,exposed,interfering,eh,1106.0355024603446,15,4,3,26.666666666666668
decker,2022,protected,exposed,interfering,eh,131.47095957568638,37,7,3,18.91891891891892
decker,2022,control,exposed,other,empty,0,15,3,3,20
decker,2022,protected,exposed,other,empty,0,37,2,3,5.405405405405405
decker,2022,protected,exposed,commercial,ohw,0,37,37,3,100
decker,2022,control,exposed,interfering,pc,67.52238988039866,15,1,3,6.666666666666667
decker,2022,protected,exposed,interfering,pc,85.9769890064942,37,3,3,8.108108108108109
decker,2022,control,exposed,commercial,rm,67.52238988039866,15,1,3,6.666666666666667
decker,2022,protected,exposed,commercial,rm,295.71461063611633,37,5,3,13.513513513513514
decker,2022,control,exposed,commercial,ro,135.04477976079733,15,2,3,13.333333333333334
decker,2022,protected,exposed,commercial,ro,136.8697092170243,37,5,3,13.513513513513514
decker,2022,control,exposed,commercial,sb,607.7015089235894,15,4,3,26.666666666666668
decker,2022,protected,exposed,commercial,sb,892.5425815496843,37,13,3,35.13513513513514
decker,2022,control,exposed,commercial,sm,67.52238988039866,15,1,3,6.666666666666667
decker,2022,protected,exposed,commercial,sm,237.11156347302676,37,3,3,8.108108108108109
decker,2022,protected,exposed,interfering,stm,556.3449524762684,37,4,3,10.81081081081081
decker,2022,control,exposed,diversity,svb,202.56716964119667,15,1,3,6.666666666666667
decker,2022,protected,exposed,diversity,svb,20.81940354645635,37,1,3,2.7027027027027026
decker,2022,control,exposed,commercial,wa,202.567169641196,15,3,3,20
decker,2022,protected,exposed,commercial,wa,338.89700389408705,37,7,3,18.91891891891892
decker,2022,control,exposed,commercial,wp,67.52238988039866,15,1,3,6.666666666666667
gas_line,2019,control,exposed,interfering,ab,2584.535319909805,17,11,2,64.70588235294117
gas_line,2019,protected,exposed,interfering,ab,1131.7746379996374,77,21,2,27.27272727272727
gas_line,2019,control,exposed,other,ah,1012.8358482059824,17,4,2,23.52941176470588
gas_line,2019,protected,exposed,other,ah,26.307424628726753,77,1,2,1.2987012987012987
gas_line,2019,protected,exposed,commercial,ba,40.01651590747453,77,4,2,5.194805194805195
gas_line,2019,control,exposed,commercial,bc,402.78429532086943,17,3,2,17.647058823529413
gas_line,2019,protected,exposed,commercial,bc,134.500362223342,77,12,2,15.584415584415584
gas_line,2019,control,exposed,diversity,bta,828.2250003834706,17,7,2,41.17647058823529
gas_line,2019,protected,exposed,diversity,bta,2341.1634862719725,77,47,2,61.038961038961034
gas_line,2019,control,exposed,other,cc,59.57857930623412,17,1,2,5.88235294117647
gas_line,2019,control,exposed,interfering,eh,119.15715861246824,17,3,2,17.647058823529413
gas_line,2019,protected,exposed,interfering,eh,66.32394053620129,77,2,2,2.5974025974025974
gas_line,2019,protected,exposed,diversity,gb,5.002064488434312,77,1,2,1.2987012987012987
gas_line,2019,control,exposed,diversity,haw,59.57857930623412,17,2,2,11.76470588235294
gas_line,2019,control,exposed,diversity,pb,59.57857930623412,17,2,2,11.76470588235294
gas_line,2019,protected,exposed,diversity,pb,195.26685930672474,77,14,2,18.181818181818183
gas_line,2019,control,exposed,interfering,pc,59.57857930623412,17,1,2,5.88235294117647
gas_line,2019,protected,exposed,interfering,pc,1063.7735991433556,77,39,2,50.649350649350644
gas_line,2019,control,exposed,diversity,qa,1134.5085468336013,17,8,2,47.05882352941176
gas_line,2019,protected,exposed,diversity,qa,101.33839195524146,77,3,2,3.896103896103896
gas_line,2019,control,exposed,commercial,rm,1126.1178969146413,17,7,2,41.17647058823529
gas_line,2019,protected,exposed,commercial,rm,483.9068070005489,77,16,2,20.77922077922078
gas_line,2019,control,exposed,commercial,ro,357.4714758374047,17,6,2,35.294117647058826
gas_line,2019,protected,exposed,commercial,ro,133.38960429457345,77,14,2,18.181818181818183
gas_line,2019,control,exposed,commercial,sb,5691.012093752947,17,12,2,70.58823529411765
gas_line,2019,protected,exposed,commercial,sb,1030.059903719847,77,22,2,28.57142857142857
gas_line,2019,protected,exposed,commercial,sm,425.54817003249013,77,21,2,27.27272727272727
gas_line,2019,protected,exposed,other,sp,65.76856157181702,77,3,2,3.896103896103896
gas_line,2019,control,exposed,interfering,stm,314.6741963690944,17,2,2,11.76470588235294
gas_line,2019,protected,exposed,interfering,stm,221.01890497106746,77,7,2,9.090909090909092
gas_line,2019,control,exposed,diversity,svb,536.2072137561082,17,6,2,35.294117647058826
gas_line,2019,protected,exposed,diversity,svb,118.93878979365488,77,8,2,10.38961038961039
gas_line,2019,protected,exposed,other,unk,60.02477386121174,77,5,2,6.493506493506493
gas_line,2019,control,exposed,commercial,wa,1154.6494165601837,17,5,2,29.411764705882355
gas_line,2019,protected,exposed,commercial,wa,791.0715662037677,77,35,2,45.45454545454545
gas_line,2019,control,exposed,diversity,wi,59.57857930623412,17,1,2,5.88235294117647
gas_line,2019,protected,exposed,commercial,yp,207.30981369231972,77,3,2,3.896103896103896
gas_line,2020,control,exposed,interfering,ab,3472.3388995995115,17,13,3,76.47058823529412
gas_line,2020,protected,exposed,interfering,ab,1733.3231326072853,77,26,3,33.76623376623377
gas_line,2020,protected,exposed,interfering,au,5.002064488434312,77,1,3,1.2987012987012987
gas_line,2020,protected,exposed,commercial,ba,133.9449832589579,77,5,3,6.493506493506493
gas_line,2020,control,exposed,commercial,bc,425.4407050626012,17,3,3,17.647058823529413
gas_line,2020,protected,exposed,commercial,bc,91.33426297837279,77,9,3,11.688311688311687
gas_line,2020,protected,exposed,commercial,bl,0,77,1,3,1.2987012987012987
gas_line,2020,control,exposed,diversity,bta,635.2235026419966,17,7,3,41.17647058823529
gas_line,2020,protected,exposed,diversity,bta,1230.5115179638167,77,28,3,36.36363636363637
gas_line,2020,control,exposed,other,cc,59.57857930623412,17,1,3,5.88235294117647
gas_line,2020,protected,exposed,other,cc,33.16197026810052,77,2,3,2.5974025974025974
gas_line,2020,protected,exposed,diversity,ec,13.153712314363377,77,1,3,1.2987012987012987
gas_line,2020,control,exposed,interfering,eh,1455.0578531065062,17,8,3,47.05882352941176
gas_line,2020,protected,exposed,interfering,eh,107.63755863023101,77,11,3,14.285714285714285
gas_line,2020,protected,exposed,other,empty,0,77,1,3,1.2987012987012987
gas_line,2020,control,exposed,diversity,haw,119.15715861246824,17,2,3,11.76470588235294
gas_line,2020,protected,exposed,commercial,he,97.07805068897834,77,2,3,2.5974025974025974
gas_line,2020,protected,exposed,other,ns,39.46113694309026,77,1,3,1.2987012987012987
gas_line,2020,control,exposed,diversity,pb,59.57857930623412,17,2,3,11.76470588235294
gas_line,2020,protected,exposed,diversity,pb,82.62723618805936,77,8,3,10.38961038961039
gas_line,2020,protected,exposed,interfering,pc,1223.4706280666567,77,35,3,45.45454545454545
gas_line,2020,control,exposed,diversity,qa,850.881410125203,17,6,3,35.294117647058826
gas_line,2020,protected,exposed,diversity,qa,1417.0713504802275,77,35,3,45.45454545454545
gas_line,2020,control,exposed,commercial,rm,1046.3984478818284,17,7,3,41.17647058823529
gas_line,2020,protected,exposed,commercial,rm,800.7066604740392,77,24,3,31.16883116883117
gas_line,2020,control,exposed,commercial,ro,476.62863444987295,17,7,3,41.17647058823529
gas_line,2020,protected,exposed,commercial,ro,212.31187818075367,77,13,3,16.883116883116884
gas_line,2020,control,exposed,commercial,sb,6059.389759524471,17,13,3,76.47058823529412
gas_line,2020,protected,exposed,commercial,sb,1417.0713504802275,77,33,3,42.857142857142854
gas_line,2020,control,exposed,commercial,sm,59.57857930623412,17,1,3,5.88235294117647
gas_line,2020,protected,exposed,commercial,sm,721.0426633656882,77,24,3,31.16883116883117
gas_line,2020,protected,exposed,other,sp,28.15990577966626,77,2,3,2.5974025974025974
gas_line,2020,control,exposed,interfering,stm,351.5963659335965,17,2,3,11.76470588235294
gas_line,2020,protected,exposed,interfering,stm,237.87757958731004,77,5,3,6.493506493506493
gas_line,2020,control,exposed,diversity,svb,618.4422028040741,17,6,3,35.294117647058826
gas_line,2020,protected,exposed,diversity,svb,304.20152012351,77,12,3,15.584415584415584
gas_line,2020,control,exposed,commercial,wa,938.9915090769782,17,5,3,29.411764705882355
gas_line,2020,protected,exposed,commercial,wa,1340.1915558117498,77,40,3,51.94805194805194
gas_line,2020,protected,exposed,commercial,yb,10.004128976868635,77,1,3,1.2987012987012987
gas_line,2020,protected,exposed,commercial,yp,130.24002095707883,77,4,3,5.194805194805195
gas_line,2021,control,exposed,interfering,ab,3255.8369622428017,17,14,4,82.35294117647058
gas_line,2021,protected,exposed,interfering,ab,1754.624838938602,77,25,4,32.467532467532465
gas_line,2021,control,exposed,other,ah,1599.3869614758542,17,5,4,29.411764705882355
gas_line,2021,protected,exposed,commercial,ba,109.49003978117047,77,6,4,7.792207792207792
gas_line,2021,control,exposed,commercial,bc,723.3336015937718,17,5,4,29.411764705882355
gas_line,2021,protected,exposed,commercial,bc,147.6540745377054,77,14,4,18.181818181818183
gas_line,2021,protected,exposed,commercial,bl,5.002064488434312,77,1,4,1.2987012987012987
gas_line,2021,control,exposed,diversity,bta,873.5378198669335,17,8,4,47.05882352941176
gas_line,2021,protected,exposed,diversity,bta,1389.4668236649463,77,37,4,48.05194805194805
gas_line,2021,protected,exposed,other,cc,50.02064488434311,77,3,4,3.896103896103896
gas_line,2021,protected,exposed,interfering,eh,257.8858375410471,77,15,4,19.480519480519483
gas_line,2021,protected,exposed,other,empty,0,77,2,4,2.5974025974025974
gas_line,2021,control,exposed,diversity,haw,59.57857930623412,17,1,4,5.88235294117647
gas_line,2021,protected,exposed,other,ns,85.77681952555419,77,3,4,3.896103896103896
gas_line,2021,control,exposed,diversity,pb,119.15715861246824,17,3,4,17.647058823529413
gas_line,2021,protected,exposed,diversity,pb,63.17435719870651,77,10,4,12.987012987012985
gas_line,2021,control,exposed,interfering,pc,0,17,1,4,5.88235294117647
gas_line,2021,protected,exposed,interfering,pc,1275.8991330663234,77,37,4,48.05194805194805
gas_line,2021,control,exposed,diversity,qa,374.25277567532834,17,4,4,23.52941176470588
gas_line,2021,protected,exposed,diversity,qa,1480.8047404522943,77,34,4,44.15584415584416
gas_line,2021,control,exposed,commercial,rm,1100.1019172842539,17,6,4,35.294117647058826
gas_line,2021,protected,exposed,commercial,rm,766.2475880193833,77,23,4,29.87012987012987
gas_line,2021,control,exposed,commercial,ro,700.67719185204,17,7,4,41.17647058823529
gas_line,2021,protected,exposed,commercial,ro,232.32013613449084,77,15,4,19.480519480519483
gas_line,2021,protected,exposed,commercial,rp,5.002064488434312,77,1,4,1.2987012987012987
gas_line,2021,control,exposed,commercial,sb,6478.111324809759,17,16,4,94.11764705882352
gas_line,2021,protected,exposed,commercial,sb,1526.7477345191846,77,36,4,46.75324675324675
gas_line,2021,control,exposed,commercial,sm,59.57857930623412,17,1,4,5.88235294117647
gas_line,2021,protected,exposed,commercial,sm,744.7558836213044,77,24,4,31.16883116883117
gas_line,2021,control,exposed,interfering,stm,314.67419636909364,17,2,4,11.76470588235294
gas_line,2021,protected,exposed,interfering,stm,280.48829986789474,77,6,4,7.792207792207792
gas_line,2021,control,exposed,diversity,svb,760.2557711582748,17,6,4,35.294117647058826
gas_line,2021,protected,exposed,diversity,svb,552.8249519098604,77,16,4,20.77922077922078
gas_line,2021,protected,exposed,other,unk,13.153712314363377,77,1,4,1.2987012987012987
gas_line,2021,control,exposed,commercial,wa,1259.540815349882,17,5,4,29.411764705882355
gas_line,2021,protected,exposed,commercial,wa,1618.6410302709169,77,43,4,55.84415584415584
gas_line,2021,protected,exposed,diversity,wi,18.15577680279769,77,2,4,2.5974025974025974
gas_line,2021,protected,exposed,commercial,yp,304.9432433456813,77,5,4,6.493506493506493
gas_line,2022,control,exposed,interfering,ab,3155.1326136099015,17,13,5,76.47058823529412
gas_line,2022,protected,exposed,interfering,ab,2274.470511029172,77,30,5,38.961038961038966
gas_line,2022,control,exposed,other,ah,1357.7130743622654,17,8,5,47.05882352941176
gas_line,2022,protected,exposed,other,ah,39.46113694309026,77,1,5,1.2987012987012987
gas_line,2022,protected,exposed,commercial,ba,90.0371607918175,77,7,5,9.090909090909092
gas_line,2022,control,exposed,commercial,bc,575.6449233357625,17,5,5,29.411764705882355
gas_line,2022,protected,exposed,commercial,bc,121.34664990897878,77,10,5,12.987012987012985
gas_line,2022,control,exposed,diversity,bta,643.6141525609579,17,8,5,47.05882352941176
gas_line,2022,protected,exposed,diversity,bta,1207.167332414797,77,37,5,48.05194805194805
gas_line,2022,protected,exposed,other,cc,55.0227093727774,77,2,5,2.5974025974025974
gas_line,2022,control,exposed,interfering,eh,283.62713670840014,17,4,5,23.52941176470588
gas_line,2022,protected,exposed,interfering,eh,189.52307159611954,77,13,5,16.883116883116884
gas_line,2022,protected,exposed,other,empty,0,77,1,5,1.2987012987012987
gas_line,2022,control,exposed,diversity,haw,59.57857930623412,17,1,5,5.88235294117647
gas_line,2022,control,exposed,commercial,ohw,0,17,17,5,100
gas_line,2022,protected,exposed,commercial,ohw,0,77,77,5,100
gas_line,2022,control,exposed,diversity,pb,187.12638783766394,17,4,5,23.52941176470588
gas_line,2022,protected,exposed,diversity,pb,81.33013400150415,77,10,5,12.987012987012985
gas_line,2022,control,exposed,interfering,pc,59.57857930623412,17,1,5,5.88235294117647
gas_line,2022,protected,exposed,interfering,pc,1195.1243780292032,77,39,5,50.649350649350644
gas_line,2022,control,exposed,diversity,qa,552.9885135940306,17,5,5,29.411764705882355
gas_line,2022,protected,exposed,diversity,qa,1462.4626193917097,77,30,5,38.961038961038966
gas_line,2022,control,exposed,commercial,rm,1383.7290539926537,17,9,5,52.94117647058824
gas_line,2022,protected,exposed,commercial,rm,1091.7544682831865,77,27,5,35.064935064935064
gas_line,2022,control,exposed,commercial,ro,819.8343504645095,17,7,5,41.17647058823529
gas_line,2022,protected,exposed,commercial,ro,351.2589259281456,77,23,5,29.87012987012987
gas_line,2022,control,exposed,diversity,sa,59.57857930623412,17,1,5,5.88235294117647
gas_line,2022,control,exposed,commercial,sb,8168.951405520677,17,16,5,94.11764705882352
gas_line,2022,protected,exposed,commercial,sb,1863.3695016886268,77,37,5,48.05194805194805
gas_line,2022,control,exposed,commercial,sm,178.73573791870234,17,2,5,11.76470588235294
gas_line,2022,protected,exposed,commercial,sm,648.2332118967103,77,25,5,32.467532467532465
gas_line,2022,protected,exposed,other,sp,82.6272361880595,77,3,5,3.896103896103896
gas_line,2022,control,exposed,interfering,stm,487.53482438398765,17,2,5,11.76470588235294
gas_line,2022,protected,exposed,interfering,stm,291.0478078091479,77,8,5,10.38961038961039
gas_line,2022,control,exposed,diversity,svb,663.7550222875378,17,6,5,35.294117647058826
gas_line,2022,protected,exposed,diversity,svb,352.36968385691455,77,13,5,16.883116883116884
gas_line,2022,control,exposed,commercial,wa,1304.853634833346,17,4,5,23.52941176470588
gas_line,2022,protected,exposed,commercial,wa,1947.852872836601,77,43,5,55.84415584415584
gas_line,2022,protected,exposed,diversity,wi,18.15577680279769,77,2,5,2.5974025974025974
gas_line,2022,control,exposed,commercial,wp,59.57857930623412,17,1,5,5.88235294117647
gas_line,2022,protected,exposed,commercial,wp,13.153712314363377,77,1,5,1.2987012987012987
gas_line,2022,protected,exposed,commercial,yp,338.105213613783,77,5,5,6.493506493506493
recknagel,2020,control,exposed,interfering,ab,391.8496607525379,32,7,1,21.875
recknagel,2020,protected,exposed,interfering,ab,293.1893244806784,38,9,1,23.684210526315788
recknagel,2020,control,exposed,other,ah,31.651120256436876,32,1,1,3.125
recknagel,2020,protected,exposed,other,ah,399.80362429183583,38,3,1,7.894736842105263
recknagel,2020,protected,exposed,commercial,ba,26.653574952788947,38,1,1,2.631578947368421
recknagel,2020,protected,exposed,commercial,bc,186.57502466952315,38,2,1,5.263157894736842
recknagel,2020,protected,exposed,commercial,bh,26.653574952788947,38,1,1,2.631578947368421
recknagel,2020,protected,exposed,diversity,bta,126.88582431691617,38,3,1,7.894736842105263
recknagel,2020,control,exposed,interfering,eh,455.1519012654122,32,6,1,18.75
recknagel,2020,protected,exposed,interfering,eh,932.8751233476156,38,6,1,15.789473684210526
recknagel,2020,control,exposed,other,empty,0,32,17,1,53.125
