describ,harvest,season,TRMT,spp,tpa,tpha,wall_denom,points_occupied,age,PCT_pts_present
total,circle,2020,inside,wa,84.40298735049834,208.47537875573093,24,1,1,4.166666666666666
total,circle,2020,inside,ah,42.20149367524917,104.23768937786546,24,1,1,4.166666666666666
total,circle,2021,inside,ab,9495.33607693108,23453.480110019773,24,20,2,83.33333333333334
total,circle,2021,inside,sb,3582.965426214323,8849.92460274938,24,15,2,62.5
total,circle,2021,inside,pc,2230.1262106314134,5508.411740259591,24,13,2,54.166666666666664
total,circle,2021,inside,bta,1266.0330876203461,3127.1017264222546,24,7,2,29.166666666666668
total,circle,2021,inside,ro,970.6343545307321,2397.4668556909087,24,13,2,54.166666666666664
total,circle,2021,inside,rm,801.8283798297363,1980.5160981794486,24,7,2,29.166666666666668
total,circle,2021,inside,svb,454.1115172199462,1121.6554475332673,24,2,2,8.333333333333332
total,circle,2021,inside,eh,425.57861844062495,1051.1791875483436,24,5,2,20.833333333333336
total,circle,2021,inside,ah,391.7001971291055,967.4994869088906,24,3,2,12.5
total,circle,2021,inside,wa,253.208962051495,625.4261362671928,24,4,2,16.666666666666664
total,circle,2021,inside,sa,126.6044810257475,312.7130681335964,24,2,2,8.333333333333332
total,circle,2021,inside,bh,84.40298735049834,208.47537875573093,24,1,2,4.166666666666666
total,circle,2021,inside,ba,64.19316093490708,158.55710750922051,24,1,2,4.166666666666666
total,circle,2021,inside,sm,64.19316093490708,158.55710750922051,24,1,2,4.166666666666666
total,circle,2022,inside,ab,13494.37306287198,33331.10146529379,24,19,3,79.16666666666666
total,circle,2022,inside,sb,3093.779778695392,7641.636053377619,24,17,3,70.83333333333334
total,circle,2022,inside,pc,2209.3185297220903,5457.016768413564,24,15,3,62.5
total,circle,2022,inside,rm,1704.1080372436988,4209.146851991936,24,13,3,54.166666666666664
total,circle,2022,inside,bta,1121.5984755168072,2770.348234526514,24,7,3,29.166666666666668
total,circle,2022,inside,ro,1077.0290091408885,2660.261652577995,24,13,3,54.166666666666664
total,circle,2022,inside,svb,518.3046781548534,1280.212555042488,24,3,3,12.5
total,circle,2022,inside,ah,511.7634466351894,1264.0557131889177,24,5,3,20.833333333333336
total,circle,2022,inside,eh,437.46537249248706,1080.5394700564432,24,4,3,16.666666666666664
total,circle,2022,inside,wa,317.4021229864021,783.9832437764132,24,4,3,16.666666666666664
total,circle,2022,inside,sa,211.00746837624627,521.1884468893282,24,3,3,12.5
total,circle,2022,inside,bh,126.6044810257475,312.7130681335964,24,2,3,8.333333333333332
total,circle,2022,inside,sm,116.49956781795188,287.7539325103412,24,3,3,12.5
total,circle,2022,inside,ba,80.24145116863383,198.1963843865256,24,2,3,8.333333333333332
total,circle,2022,inside,yp,42.20149367524917,104.23768937786546,24,1,3,4.166666666666666
total,decker,2020,outside,eh,540.1791190431907,1334.242424036681,15,2,1,13.333333333333334
total,decker,2020,outside,ah,337.611949401994,833.9015150229253,15,2,1,13.333333333333334
total,decker,2020,outside,sb,337.61194940199334,833.9015150229237,15,3,1,20
total,decker,2020,outside,ab,67.52238988039866,166.78030300458474,15,1,1,6.666666666666667
total,decker,2020,inside,ab,1183.246240053913,2922.618212933165,37,13,1,35.13513513513514
total,decker,2020,inside,bta,338.8970038940854,837.075599618391,37,3,1,8.108108108108109
total,decker,2020,inside,stm,284.14912020727763,701.8483269119757,37,3,1,8.108108108108109
total,decker,2020,inside,sb,229.40123652046756,566.6210542055549,37,4,1,10.81081081081081
total,decker,2020,inside,eh,168.09881453670909,415.20407190567147,37,6,1,16.216216216216218
total,decker,2020,inside,bc,136.8697092170246,338.06818176605077,37,2,1,5.405405405405405
total,decker,2020,inside,sm,109.49576737361973,270.45454541284073,37,1,1,2.7027027027027026
total,decker,2020,inside,wa,82.1218255302146,202.84090905963006,37,2,1,5.405405405405405
total,decker,2020,inside,rm,75.56728723326609,186.65119946616724,37,3,1,8.108108108108109
total,decker,2020,inside,ba,65.1575854600381,160.93923608629413,37,1,1,2.7027027027027026
total,decker,2020,inside,ro,54.74788368680973,135.22727270642005,37,2,1,5.405405405405405
total,decker,2020,inside,ah,37.78364361663303,93.32559973308359,37,2,1,5.405405405405405
total,decker,2020,inside,pc,37.78364361663303,93.32559973308359,37,2,1,5.405405405405405
total,decker,2021,outside,eh,1485.492577368776,3669.166666100877,15,4,2,26.666666666666668
total,decker,2021,outside,ah,810.2686785647867,2001.363636055023,15,3,2,20
total,decker,2021,outside,sb,202.567169641196,500.3409090137542,15,3,2,20
total,decker,2021,outside,ab,135.04477976079733,333.5606060091695,15,2,2,13.333333333333334
total,decker,2021,inside,ab,2498.351237192959,6170.9275558666095,37,16,2,43.24324324324324
total,decker,2021,inside,sb,788.4455638174029,1947.4605426289854,37,11,2,29.72972972972973
total,decker,2021,inside,stm,523.9600585009732,1294.1813444974039,37,4,2,10.81081081081081
total,decker,2021,inside,bta,412.92070496229496,1019.9141412568686,37,6,2,16.216216216216218
total,decker,2021,inside,rm,302.26914893306486,746.6047978646703,37,4,2,10.81081081081081
total,decker,2021,inside,wa,185.06305460688566,457.10574487900766,37,4,2,10.81081081081081
total,decker,2021,inside,eh,165.39943971604,408.5366160986189,37,7,2,18.91891891891892
total,decker,2021,inside,ah,113.35093084989909,279.97679919925076,37,5,2,13.513513513513514
total,decker,2021,inside,cc,109.49576737361946,270.4545454128401,37,1,2,2.7027027027027026
total,decker,2021,inside,ro,109.49576737361946,270.4545454128401,37,4,2,10.81081081081081
total,decker,2021,inside,pc,65.15758546003784,160.93923608629348,37,2,2,5.405405405405405
total,decker,2021,inside,bc,54.74788368680973,135.22727270642005,37,1,2,2.7027027027027026
total,decker,2021,inside,sm,52.048508866140864,128.55981689936795,37,2,2,5.405405405405405
total,decker,2021,inside,ba,48.193345389861214,119.03756311295722,37,2,2,5.405405405405405
total,decker,2021,inside,svb,20.819403546456325,51.42392675974713,37,2,2,5.405405405405405
total,decker,2022,outside,ah,1620.5373571295727,4002.727272110045,15,5,3,33.33333333333333
total,decker,2022,outside,eh,1106.0355024603446,2731.9076910770514,15,4,3,26.666666666666668
total,decker,2022,outside,ab,794.1008174323136,1961.4290190578147,15,5,3,33.33333333333333
total,decker,2022,outside,sb,607.7015089235894,1501.0227270412659,15,4,3,26.666666666666668
total,decker,2022,outside,svb,202.56716964119667,500.3409090137558,15,1,3,6.666666666666667
total,decker,2022,outside,wa,202.567169641196,500.3409090137542,15,3,3,20
total,decker,2022,outside,ro,135.04477976079733,333.5606060091695,15,2,3,13.333333333333334
total,decker,2022,outside,pc,67.52238988039866,166.78030300458474,15,1,3,6.666666666666667
total,decker,2022,outside,rm,67.52238988039866,166.78030300458474,15,1,3,6.666666666666667
total,decker,2022,outside,sm,67.52238988039866,166.78030300458474,15,1,3,6.666666666666667
total,decker,2022,outside,wh,67.52238988039866,166.78030300458474,15,1,3,6.666666666666667
total,decker,2022,outside,wp,67.52238988039866,166.78030300458474,15,1,3,6.666666666666667
total,decker,2022,inside,ab,2472.133084005165,6106.168717492758,37,16,3,43.24324324324324
total,decker,2022,inside,sb,892.5425815496843,2204.5801764277203,37,13,3,35.13513513513514
total,decker,2022,inside,stm,556.3449524762684,1374.172032616383,37,4,3,10.81081081081081
total,decker,2022,inside,bta,385.54676311889017,952.3005049036589,37,5,3,13.513513513513514
total,decker,2022,inside,wa,338.89700389408705,837.0755996183951,37,7,3,18.91891891891892
total,decker,2022,inside,rm,295.71461063611633,730.4150882712074,37,5,3,13.513513513513514
total,decker,2022,inside,sm,237.11156347302676,585.6655617783761,37,3,3,8.108108108108109
total,decker,2022,inside,bc,229.4012365204673,566.6210542055543,37,3,3,8.108108108108109
total,decker,2022,inside,ah,165.39943971603998,408.53661609861877,37,5,3,13.513513513513514
total,decker,2022,inside,ro,136.8697092170243,338.06818176605015,37,5,3,13.513513513513514
total,decker,2022,inside,eh,131.47095957568638,324.73327015194536,37,7,3,18.91891891891892
total,decker,2022,inside,ba,102.94122907667094,254.26483581937725,37,4,3,10.81081081081081
total,decker,2022,inside,pc,85.9769890064942,212.36316284604067,37,3,3,8.108108108108109
total,decker,2022,inside,cc,20.81940354645635,51.42392675974719,37,1,3,2.7027027027027026
total,decker,2022,inside,svb,20.81940354645635,51.42392675974719,37,1,3,2.7027027027027026
total,gas_line,2019,outside,sb,6346.376466121524,15675.549871320163,17,11,3,64.70588235294117
total,gas_line,2019,outside,ab,2882.428216440976,7119.597694609211,17,11,3,64.70588235294117
total,gas_line,2019,outside,wa,1333.3851544788865,3293.46133156285,17,5,3,29.411764705882355
total,gas_line,2019,outside,qa,1253.6657054460707,3096.554292451795,17,8,3,47.05882352941176
total,gas_line,2019,outside,rm,1245.27505552711,3075.8293871519622,17,7,3,41.17647058823529
total,gas_line,2019,outside,ah,1012.8358482059824,2501.7045450687765,17,4,3,23.52941176470588
total,gas_line,2019,outside,bta,1006.960738302173,2487.1930236063677,17,7,3,41.17647058823529
total,gas_line,2019,outside,svb,595.78579306234235,1471.5909088639858,17,6,3,35.294117647058826
total,gas_line,2019,outside,bc,462.3628746271035,1142.0363003289458,17,3,3,17.647058823529413
total,gas_line,2019,outside,ro,417.0500551436388,1030.1136362047882,17,5,3,29.411764705882355
total,gas_line,2019,outside,eh,357.4714758374053,882.9545453183912,17,3,3,17.647058823529413
total,gas_line,2019,outside,stm,314.6741963690944,777.2452650316632,17,2,3,11.76470588235294
total,gas_line,2019,outside,pb,178.73573791870234,441.4772726591949,17,2,3,11.76470588235294
total,gas_line,2019,outside,cc,119.15715861246824,294.3181817727966,17,1,3,5.88235294117647
total,gas_line,2019,outside,haw,119.15715861246824,294.3181817727966,17,2,3,11.76470588235294
total,gas_line,2019,outside,pc,59.57857930623412,147.1590908863983,17,1,3,5.88235294117647
total,gas_line,2019,outside,wi,59.57857930623412,147.1590908863983,17,1,3,5.88235294117647
total,gas_line,2019,inside,bta,3322.5035011030063,8206.583647724427,77,47,3,61.038961038961034
total,gas_line,2019,inside,ab,2473.453294064706,6109.429636339824,77,21,3,27.27272727272727
total,gas_line,2019,inside,wa,1598.4500818683712,3948.1717022148773,77,35,3,45.45454545454545
total,gas_line,2019,inside,pc,1512.1105757604792,3734.913122128384,77,39,3,50.649350649350644
total,gas_line,2019,inside,sb,1250.5234297265301,3088.79287142453,77,22,3,28.57142857142857
total,gas_line,2019,inside,rm,799.5959025452707,1975.0018792868188,77,16,3,20.77922077922078
total,gas_line,2019,inside,sm,711.7802576109906,1758.0972362991467,77,21,3,27.27272727272727
total,gas_line,2019,inside,pb,381.2713128587519,941.7401427611173,77,14,3,18.181818181818183
total,gas_line,2019,inside,yp,312.5395122072271,771.972595151851,77,3,3,3.896103896103896
total,gas_line,2019,inside,stm,265.48210640259185,655.740802814402,77,7,3,9.090909090909092
total,gas_line,2019,inside,qa,226.57634842388626,559.6435806069991,77,3,3,3.896103896103896
total,gas_line,2019,inside,ro,212.31187818075372,524.4103391064617,77,14,3,18.181818181818183
total,gas_line,2019,inside,svb,202.8631281682696,501.071926575626,77,8,3,10.38961038961039
total,gas_line,2019,inside,bc,157.65820351457404,389.41576268099794,77,12,3,15.584415584415584
total,gas_line,2019,inside,sp,92.07598620054377,227.42768591534315,77,3,3,3.896103896103896
total,gas_line,2019,inside,eh,66.32394053620129,163.82013312441723,77,2,3,2.5974025974025974
total,gas_line,2019,inside,unk,60.02477386121174,148.26119143719302,77,4,3,5.194805194805195
total,gas_line,2019,inside,ba,53.17022822183788,131.33046370793957,77,4,3,5.194805194805195
total,gas_line,2019,inside,ah,26.307424628726753,64.9793388329551,77,1,3,1.2987012987012987
total,gas_line,2019,inside,gb,5.002064488434312,12.355099286432752,77,1,3,1.2987012987012987
total,gas_line,2020,outside,sb,6320.360486491135,15611.290401633105,17,13,4,76.47058823529412
total,gas_line,2020,outside,ab,3531.9174789057465,8723.836172897194,17,13,4,76.47058823529412
total,gas_line,2020,outside,eh,1455.0578531065062,3593.99289717307,17,8,4,47.05882352941176
total,gas_line,2020,outside,wa,1236.8844056081496,3055.1044818521295,17,5,4,29.411764705882355
total,gas_line,2020,outside,rm,1105.9770271880625,2731.7632571545146,17,7,4,41.17647058823529
total,gas_line,2020,outside,qa,850.881410125203,2101.677083009252,17,6,4,35.294117647058826
total,gas_line,2020,outside,bta,635.2235026419966,1569.0020515257318,17,7,4,41.17647058823529
total,gas_line,2020,outside,svb,618.4422028040741,1527.5522409260632,17,6,4,35.294117647058826
total,gas_line,2020,outside,ro,595.7857930623418,1471.5909088639844,17,7,4,41.17647058823529
total,gas_line,2020,outside,bc,485.01928436883526,1197.9976323910232,17,3,4,17.647058823529413
total,gas_line,2020,outside,stm,351.5963659335965,868.4430238559834,17,2,4,11.76470588235294
total,gas_line,2020,outside,haw,119.15715861246824,294.3181817727966,17,2,4,11.76470588235294
total,gas_line,2020,outside,pb,119.15715861246824,294.3181817727966,17,2,4,11.76470588235294
total,gas_line,2020,outside,cc,59.57857930623412,147.1590908863983,17,1,4,5.88235294117647
total,gas_line,2020,outside,sm,59.57857930623412,147.1590908863983,17,1,4,5.88235294117647
total,gas_line,2020,inside,ab,2220.0104882387313,5483.425905949667,77,26,4,33.76623376623377
total,gas_line,2020,inside,wa,1736.655406393591,4289.53885379217,77,40,4,51.94805194805194
total,gas_line,2020,inside,sb,1574.9158982525885,3890.0422686838933,77,33,4,42.857142857142854
total,gas_line,2020,inside,qa,1548.6084736238618,3825.062929850939,77,35,4,45.45454545454545
total,gas_line,2020,inside,pc,1333.702391069998,3294.244905942895,77,35,4,45.45454545454545
total,gas_line,2020,inside,bta,1319.4379208268663,3259.01166444236,77,28,4,36.36363636363637
total,gas_line,2020,inside,rm,919.0900713033091,2270.1524761191736,77,24,4,31.16883116883117
total,gas_line,2020,inside,sm,799.9649372518686,1975.9133950121156,77,24,4,31.16883116883117
total,gas_line,2020,inside,svb,330.5089447522372,816.3570935380259,77,12,4,15.584415584415584
total,gas_line,2020,inside,stm,251.0312919016734,620.0472909971334,77,5,4,6.493506493506493
total,gas_line,2020,inside,ro,238.61930280948042,589.3896779394167,77,13,4,16.883116883116884
total,gas_line,2020,inside,yp,182.8548702145326,451.65152942989556,77,4,4,5.194805194805195
total,gas_line,2020,inside,eh,147.09869557332115,363.33377806610326,77,11,4,14.285714285714285
total,gas_line,2020,inside,ba,133.9449832589579,330.8441086496261,77,5,4,6.493506493506493
total,gas_line,2020,inside,bc,104.48797529273617,258.0852989730584,77,9,4,11.688311688311687
total,gas_line,2020,inside,he,97.07805068897834,239.7827852017765,77,2,4,2.5974025974025974
total,gas_line,2020,inside,pb,95.78094850242286,236.5789428009845,77,8,4,10.38961038961039
total,gas_line,2020,inside,ns,52.614849257453635,129.9586776659105,77,1,4,1.2987012987012987
total,gas_line,2020,inside,cc,33.16197026810052,81.91006656220829,77,2,4,2.5974025974025974
total,gas_line,2020,inside,sp,28.15990577966626,69.55496727577567,77,2,4,2.5974025974025974
total,gas_line,2020,inside,bl,13.153712314363377,32.48966941647755,77,1,4,1.2987012987012987
total,gas_line,2020,inside,ec,13.153712314363377,32.48966941647755,77,1,4,1.2987012987012987
total,gas_line,2020,inside,yb,10.004128976868635,24.710198572865533,77,1,4,1.2987012987012987
total,gas_line,2020,inside,au,5.002064488434312,12.355099286432752,77,1,4,1.2987012987012987
total,gas_line,2021,outside,sb,6954.739959259629,17178.207699371287,17,16,5,94.11764705882352
total,gas_line,2021,outside,ab,3434.5727001615046,8483.394569398917,17,14,5,82.35294117647058
total,gas_line,2021,outside,ah,1599.3869614758542,3950.48579484536,17,5,5,29.411764705882355
total,gas_line,2021,outside,wa,1259.540815349882,3111.0658139142083,17,5,5,29.411764705882355
total,gas_line,2021,outside,rm,1159.680496590488,2864.4108265785053,17,6,5,35.294117647058826
total,gas_line,2021,outside,bta,873.5378198669335,2157.638415071326,17,8,5,47.05882352941176
total,gas_line,2021,outside,svb,760.2557711582748,1877.831754760939,17,6,5,35.294117647058826
total,gas_line,2021,outside,ro,760.2557711582741,1877.8317547609372,17,7,5,41.17647058823529
total,gas_line,2021,outside,bc,723.3336015937718,1786.6339959366164,17,5,5,29.411764705882355
total,gas_line,2021,outside,qa,374.25277567532834,924.4043559180611,17,4,5,23.52941176470588
total,gas_line,2021,outside,stm,314.67419636909364,777.2452650316613,17,2,5,11.76470588235294
total,gas_line,2021,outside,pb,178.73573791870234,441.4772726591949,17,3,5,17.647058823529413
total,gas_line,2021,outside,haw,59.57857930623412,147.1590908863983,17,1,5,5.88235294117647
total,gas_line,2021,outside,pc,59.57857930623412,147.1590908863983,17,1,5,5.88235294117647
total,gas_line,2021,outside,sm,59.57857930623412,147.1590908863983,17,1,5,5.88235294117647
total,gas_line,2021,inside,ab,2241.312194570048,5536.04112058802,77,25,5,32.467532467532465
total,gas_line,2021,inside,wa,1894.8689888725492,4680.326402515197,77,43,5,55.84415584415584
total,gas_line,2021,inside,sb,1826.688913376432,4511.921616039787,77,36,5,46.75324675324675
total,gas_line,2021,inside,qa,1485.8068049407286,3669.9428082035997,77,34,5,44.15584415584416
total,gas_line,2021,inside,bta,1389.4668236649463,3431.983054452418,77,37,5,48.05194805194805
total,gas_line,2021,inside,pc,1363.5284337428166,3367.915231344757,77,37,5,48.05194805194805
total,gas_line,2021,inside,rm,910.938423477381,2250.0179059891316,77,23,5,29.87012987012987
total,gas_line,2021,inside,sm,810.5244451931216,2001.9953796270104,77,24,5,31.16883116883117
total,gas_line,2021,inside,svb,579.1323765385872,1430.4569700503107,77,16,5,20.77922077922078
total,gas_line,2021,inside,yp,331.25066797440815,818.1891498967883,77,5,5,6.493506493506493
total,gas_line,2021,inside,eh,297.3469744841374,734.4470269758194,77,15,5,19.480519480519483
total,gas_line,2021,inside,stm,280.48829986789474,692.8061006737,77,6,5,7.792207792207792
total,gas_line,2021,inside,ro,232.32013613449084,573.8307362521924,77,15,5,19.480519480519483
total,gas_line,2021,inside,bc,147.6540745377054,364.7055641081324,77,14,5,18.181818181818183
total,gas_line,2021,inside,ba,122.64375209553381,302.93006767596853,77,6,5,7.792207792207792
total,gas_line,2021,inside,ns,85.77681952555419,211.86874422811886,77,3,5,3.896103896103896
total,gas_line,2021,inside,pb,63.17435719870651,156.0406622808051,77,10,5,12.987012987012985
total,gas_line,2021,inside,cc,50.02064488434311,123.5509928643275,77,3,5,3.896103896103896
total,gas_line,2021,inside,wi,18.15577680279769,44.8447687029103,77,2,5,2.5974025974025974
total,gas_line,2021,inside,unk,13.153712314363377,32.48966941647755,77,1,5,1.2987012987012987
total,gas_line,2021,inside,bl,5.002064488434312,12.355099286432752,77,1,5,1.2987012987012987
total,gas_line,2021,inside,rp,5.002064488434312,12.355099286432752,77,1,5,1.2987012987012987
total,gas_line,2022,outside,sb,8586.001460664318,21207.42360784087,17,16,6,94.11764705882352
total,gas_line,2022,outside,ab,3214.7111929161356,7940.336646502855,17,13,6,76.47058823529412
total,gas_line,2022,outside,rm,1383.7290539926537,3417.810763361855,17,9,6,52.94117647058824
total,gas_line,2022,outside,ah,1357.7130743622654,3353.551293674796,17,8,6,47.05882352941176
total,gas_line,2022,outside,wa,1304.853634833346,3222.988478038365,17,4,6,23.52941176470588
total,gas_line,2022,outside,ro,819.8343504645095,2024.9908456473386,17,7,6,41.17647058823529
total,gas_line,2022,outside,svb,663.7550222875378,1639.4749050502185,17,6,6,35.294117647058826
total,gas_line,2022,outside,bta,643.6141525609579,1589.7269568255663,17,8,6,47.05882352941176
total,gas_line,2022,outside,qa,612.5670929002647,1513.0407194636539,17,5,6,29.411764705882355
total,gas_line,2022,outside,bc,575.6449233357625,1421.8429606393336,17,5,6,29.411764705882355
total,gas_line,2022,outside,stm,487.53482438398765,1204.2110162284496,17,2,6,11.76470588235294
total,gas_line,2022,outside,eh,283.62713670840014,700.5590276697484,17,4,6,23.52941176470588
total,gas_line,2022,outside,pb,187.12638783766394,462.20217795903,17,4,6,23.52941176470588
total,gas_line,2022,outside,sm,178.73573791870234,441.4772726591949,17,2,6,11.76470588235294
total,gas_line,2022,outside,haw,59.57857930623412,147.1590908863983,17,1,6,5.88235294117647
total,gas_line,2022,outside,pc,59.57857930623412,147.1590908863983,17,1,6,5.88235294117647
total,gas_line,2022,outside,sa,59.57857930623412,147.1590908863983,17,1,6,5.88235294117647
total,gas_line,2022,outside,wp,59.57857930623412,147.1590908863983,17,1,6,5.88235294117647
total,gas_line,2022,inside,ab,2327.085360286626,5747.900839907967,77,30,6,38.961038961038966
total,gas_line,2022,inside,wa,1961.0065851509644,4843.686265322883,77,43,6,55.84415584415584
total,gas_line,2022,inside,sb,1863.3695016886268,4602.522669170909,77,37,6,48.05194805194805
total,gas_line,2022,inside,qa,1462.4626193917097,3612.2826698975236,77,30,6,38.961038961038966
total,gas_line,2022,inside,pc,1208.2780903435664,2984.4468831486092,77,39,6,50.649350649350644
total,gas_line,2022,inside,bta,1207.167332414797,2981.7033110645493,77,37,6,48.05194805194805
