harvest,location,point,count,season,spp,origin,cut,year,numb_yrs_grow,wall,type,size,stems.per.acre
campridge,interior,81,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
campridge,interior,81,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
campridge,interior,81,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,suppressed,0
campridge,interior,81,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,exposed,1012.8358482059843
campridge,interior,81,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,total,1012.8358482059843
campridge,interior,81,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,winners,385.1589656094425
campridge,interior,82,1,2020,sh,singl/unk,2019,2020,1,protected,commercial,sup_short,0
campridge,interior,82,1,2020,sh,singl/unk,2019,2020,1,protected,commercial,sup_med,0
campridge,interior,82,1,2020,sh,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
campridge,interior,82,1,2020,sh,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
campridge,interior,82,1,2020,sh,singl/unk,2019,2020,1,protected,commercial,exp_short,1012.8358482059843
campridge,interior,82,1,2020,sh,singl/unk,2019,2020,1,protected,commercial,exp_med,0
campridge,interior,82,1,2020,sh,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
campridge,interior,82,1,2020,sh,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
campridge,interior,82,1,2020,sh,singl/unk,2019,2020,1,protected,commercial,suppressed,0
campridge,interior,82,1,2020,sh,singl/unk,2019,2020,1,protected,commercial,exposed,1012.8358482059843
campridge,interior,82,1,2020,sh,singl/unk,2019,2020,1,protected,commercial,total,1012.8358482059843
campridge,interior,82,1,2020,sh,singl/unk,2019,2020,1,protected,commercial,winners,385.1589656094425
campridge,interior,83,1,2020,ba,veg,2019,2020,1,protected,commercial,sup_short,0
campridge,interior,83,1,2020,ba,veg,2019,2020,1,protected,commercial,sup_med,0
campridge,interior,83,1,2020,ba,veg,2019,2020,1,protected,commercial,sup_tall,0
campridge,interior,83,1,2020,ba,veg,2019,2020,1,protected,commercial,sup_sapl,0
campridge,interior,83,1,2020,ba,veg,2019,2020,1,protected,commercial,exp_short,0
campridge,interior,83,1,2020,ba,veg,2019,2020,1,protected,commercial,exp_med,1540.63586243777
campridge,interior,83,1,2020,ba,veg,2019,2020,1,protected,commercial,exp_tall,0
campridge,interior,83,1,2020,ba,veg,2019,2020,1,protected,commercial,exp_sapl,0
campridge,interior,83,1,2020,ba,veg,2019,2020,1,protected,commercial,suppressed,0
campridge,interior,83,1,2020,ba,veg,2019,2020,1,protected,commercial,exposed,1540.63586243777
campridge,interior,83,1,2020,ba,veg,2019,2020,1,protected,commercial,total,1540.63586243777
campridge,interior,83,1,2020,ba,veg,2019,2020,1,protected,commercial,winners,1540.63586243777
campridge,interior,84,1,2020,ba,veg,2019,2020,1,protected,commercial,sup_short,0
campridge,interior,84,1,2020,ba,veg,2019,2020,1,protected,commercial,sup_med,0
campridge,interior,84,1,2020,ba,veg,2019,2020,1,protected,commercial,sup_tall,0
campridge,interior,84,1,2020,ba,veg,2019,2020,1,protected,commercial,sup_sapl,0
campridge,interior,84,1,2020,ba,veg,2019,2020,1,protected,commercial,exp_short,0
campridge,interior,84,1,2020,ba,veg,2019,2020,1,protected,commercial,exp_med,1540.63586243777
campridge,interior,84,1,2020,ba,veg,2019,2020,1,protected,commercial,exp_tall,0
campridge,interior,84,1,2020,ba,veg,2019,2020,1,protected,commercial,exp_sapl,0
campridge,interior,84,1,2020,ba,veg,2019,2020,1,protected,commercial,suppressed,0
campridge,interior,84,1,2020,ba,veg,2019,2020,1,protected,commercial,exposed,1540.63586243777
campridge,interior,84,1,2020,ba,veg,2019,2020,1,protected,commercial,total,1540.63586243777
campridge,interior,84,1,2020,ba,veg,2019,2020,1,protected,commercial,winners,1540.63586243777
campridge,perimeter,86,1,2020,sb,veg,2019,2020,1,protected,commercial,sup_short,0
campridge,perimeter,86,1,2020,sb,veg,2019,2020,1,protected,commercial,sup_med,0
campridge,perimeter,86,1,2020,sb,veg,2019,2020,1,protected,commercial,sup_tall,0
campridge,perimeter,86,1,2020,sb,veg,2019,2020,1,protected,commercial,sup_sapl,0
campridge,perimeter,86,1,2020,sb,veg,2019,2020,1,protected,commercial,exp_short,1012.8358482059843
campridge,perimeter,86,1,2020,sb,veg,2019,2020,1,protected,commercial,exp_med,0
campridge,perimeter,86,1,2020,sb,veg,2019,2020,1,protected,commercial,exp_tall,0
campridge,perimeter,86,1,2020,sb,veg,2019,2020,1,protected,commercial,exp_sapl,0
campridge,perimeter,86,1,2020,sb,veg,2019,2020,1,protected,commercial,suppressed,0
campridge,perimeter,86,1,2020,sb,veg,2019,2020,1,protected,commercial,exposed,1012.8358482059843
campridge,perimeter,86,1,2020,sb,veg,2019,2020,1,protected,commercial,total,1012.8358482059843
campridge,perimeter,86,1,2020,sb,veg,2019,2020,1,protected,commercial,winners,385.1589656094425
campridge,interior,87,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_short,0
campridge,interior,87,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_med,0
campridge,interior,87,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
campridge,interior,87,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
campridge,interior,87,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_short,1012.8358482059843
campridge,interior,87,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_med,0
campridge,interior,87,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
campridge,interior,87,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
campridge,interior,87,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,suppressed,0
campridge,interior,87,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exposed,1012.8358482059843
campridge,interior,87,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,total,1012.8358482059843
campridge,interior,87,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,winners,385.1589656094425
campridge,interior,87,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,sup_short,0
campridge,interior,87,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,sup_med,0
campridge,interior,87,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
campridge,interior,87,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
campridge,interior,87,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,exp_short,1012.8358482059843
campridge,interior,87,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,exp_med,0
campridge,interior,87,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
campridge,interior,87,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
campridge,interior,87,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,suppressed,0
campridge,interior,87,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,exposed,1012.8358482059843
campridge,interior,87,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,total,1012.8358482059843
campridge,interior,87,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,winners,385.1589656094425
campridge,interior,88,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,sup_short,0
campridge,interior,88,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,sup_med,0
campridge,interior,88,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
campridge,interior,88,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
campridge,interior,88,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,exp_short,1012.8358482059843
campridge,interior,88,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,exp_med,0
campridge,interior,88,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
campridge,interior,88,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
campridge,interior,88,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,suppressed,0
campridge,interior,88,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,exposed,1012.8358482059843
campridge,interior,88,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,total,1012.8358482059843
campridge,interior,88,1,2020,ba,singl/unk,2019,2020,1,protected,commercial,winners,385.1589656094425
campridge,interior,92,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_short,0
campridge,interior,92,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_med,0
campridge,interior,92,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
campridge,interior,92,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
campridge,interior,92,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_short,3038.507544617953
campridge,interior,92,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_med,0
campridge,interior,92,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
campridge,interior,92,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
campridge,interior,92,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,suppressed,0
campridge,interior,92,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exposed,3038.507544617953
campridge,interior,92,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,total,3038.507544617953
campridge,interior,92,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,winners,0
campridge,interior,94,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_short,0
campridge,interior,94,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_med,0
campridge,interior,94,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
campridge,interior,94,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
campridge,interior,94,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_short,5064.179241029922
campridge,interior,94,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_med,0
campridge,interior,94,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
campridge,interior,94,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
campridge,interior,94,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,suppressed,0
campridge,interior,94,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exposed,5064.179241029922
campridge,interior,94,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,total,5064.179241029922
campridge,interior,94,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,winners,0
campridge,interior,95,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_short,0
campridge,interior,95,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_med,0
campridge,interior,95,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
campridge,interior,95,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
campridge,interior,95,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_short,4051.3433928239374
campridge,interior,95,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_med,770.317931218885
campridge,interior,95,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
campridge,interior,95,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
campridge,interior,95,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,suppressed,0
campridge,interior,95,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exposed,4821.661324042822
campridge,interior,95,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,total,4821.661324042822
campridge,interior,95,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,winners,0
campridge,interior,96,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_short,0
campridge,interior,96,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_med,0
campridge,interior,96,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
campridge,interior,96,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
campridge,interior,96,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_short,2025.6716964119687
campridge,interior,96,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_med,0
campridge,interior,96,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
campridge,interior,96,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
campridge,interior,96,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,suppressed,0
campridge,interior,96,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exposed,2025.6716964119687
campridge,interior,96,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,total,2025.6716964119687
campridge,interior,96,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,winners,0
recknagel,perimeter,138,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_short,0
recknagel,perimeter,138,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_med,0
recknagel,perimeter,138,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
recknagel,perimeter,138,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
recknagel,perimeter,138,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_short,6077.015089235906
recknagel,perimeter,138,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_med,0
recknagel,perimeter,138,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
recknagel,perimeter,138,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
recknagel,perimeter,138,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,suppressed,0
recknagel,perimeter,138,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exposed,6077.015089235906
recknagel,perimeter,138,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,total,6077.015089235906
recknagel,perimeter,138,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,winners,0
recknagel,perimeter,138,1,2020,wa,singl/unk,2019,2020,1,protected,commercial,sup_short,0
recknagel,perimeter,138,1,2020,wa,singl/unk,2019,2020,1,protected,commercial,sup_med,0
recknagel,perimeter,138,1,2020,wa,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
recknagel,perimeter,138,1,2020,wa,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
recknagel,perimeter,138,1,2020,wa,singl/unk,2019,2020,1,protected,commercial,exp_short,1012.8358482059843
recknagel,perimeter,138,1,2020,wa,singl/unk,2019,2020,1,protected,commercial,exp_med,0
recknagel,perimeter,138,1,2020,wa,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
recknagel,perimeter,138,1,2020,wa,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
recknagel,perimeter,138,1,2020,wa,singl/unk,2019,2020,1,protected,commercial,suppressed,0
recknagel,perimeter,138,1,2020,wa,singl/unk,2019,2020,1,protected,commercial,exposed,1012.8358482059843
recknagel,perimeter,138,1,2020,wa,singl/unk,2019,2020,1,protected,commercial,total,1012.8358482059843
recknagel,perimeter,138,1,2020,wa,singl/unk,2019,2020,1,protected,commercial,winners,0
recknagel,perimeter,139,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_short,0
recknagel,perimeter,139,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_med,0
recknagel,perimeter,139,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
recknagel,perimeter,139,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
recknagel,perimeter,139,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_short,2025.6716964119687
recknagel,perimeter,139,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_med,0
recknagel,perimeter,139,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
recknagel,perimeter,139,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
recknagel,perimeter,139,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,suppressed,0
recknagel,perimeter,139,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exposed,2025.6716964119687
recknagel,perimeter,139,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,total,2025.6716964119687
recknagel,perimeter,139,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,winners,0
recknagel,perimeter,139,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,sup_short,0
recknagel,perimeter,139,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,sup_med,0
recknagel,perimeter,139,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
recknagel,perimeter,139,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
recknagel,perimeter,139,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,exp_short,2025.6716964119687
recknagel,perimeter,139,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,exp_med,0
recknagel,perimeter,139,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
recknagel,perimeter,139,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
recknagel,perimeter,139,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,suppressed,0
recknagel,perimeter,139,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,exposed,2025.6716964119687
recknagel,perimeter,139,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,total,2025.6716964119687
recknagel,perimeter,139,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,winners,0
recknagel,perimeter,140,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_short,0
recknagel,perimeter,140,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_med,0
recknagel,perimeter,140,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
recknagel,perimeter,140,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
recknagel,perimeter,140,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_short,34436.41883900347
recknagel,perimeter,140,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_med,0
recknagel,perimeter,140,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
recknagel,perimeter,140,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
recknagel,perimeter,140,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,suppressed,0
recknagel,perimeter,140,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exposed,34436.41883900347
recknagel,perimeter,140,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,total,34436.41883900347
recknagel,perimeter,140,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,winners,0
recknagel,perimeter,141,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_short,0
recknagel,perimeter,141,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_med,0
recknagel,perimeter,141,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
recknagel,perimeter,141,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
recknagel,perimeter,141,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_short,3038.507544617953
recknagel,perimeter,141,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_med,0
recknagel,perimeter,141,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
recknagel,perimeter,141,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
recknagel,perimeter,141,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,suppressed,0
recknagel,perimeter,141,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exposed,3038.507544617953
recknagel,perimeter,141,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,total,3038.507544617953
recknagel,perimeter,141,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,winners,0
recknagel,perimeter,142,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_short,0
recknagel,perimeter,142,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_med,0
recknagel,perimeter,142,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
recknagel,perimeter,142,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
recknagel,perimeter,142,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_short,2025.6716964119687
recknagel,perimeter,142,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_med,0
recknagel,perimeter,142,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
recknagel,perimeter,142,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
recknagel,perimeter,142,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,suppressed,0
recknagel,perimeter,142,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,exposed,2025.6716964119687
recknagel,perimeter,142,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,total,2025.6716964119687
recknagel,perimeter,142,1,2020,sb,singl/unk,2019,2020,1,protected,commercial,winners,0
recknagel,perimeter,142,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,sup_short,0
recknagel,perimeter,142,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,sup_med,0
recknagel,perimeter,142,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
recknagel,perimeter,142,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
recknagel,perimeter,142,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,exp_short,1012.8358482059843
recknagel,perimeter,142,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,exp_med,0
recknagel,perimeter,142,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
recknagel,perimeter,142,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
recknagel,perimeter,142,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,suppressed,0
recknagel,perimeter,142,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,exposed,1012.8358482059843
recknagel,perimeter,142,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,total,1012.8358482059843
recknagel,perimeter,142,1,2020,ro,singl/unk,2019,2020,1,protected,commercial,winners,0
recknagel,perimeter,144,1,2020,ro,veg,2019,2020,1,protected,commercial,sup_short,0
recknagel,perimeter,144,1,2020,ro,veg,2019,2020,1,protected,commercial,sup_med,0
recknagel,perimeter,144,1,2020,ro,veg,2019,2020,1,protected,commercial,sup_tall,0
recknagel,perimeter,144,1,2020,ro,veg,2019,2020,1,protected,commercial,sup_sapl,0
recknagel,perimeter,144,1,2020,ro,veg,2019,2020,1,protected,commercial,exp_short,4051.3433928239374
recknagel,perimeter,144,1,2020,ro,veg,2019,2020,1,protected,commercial,exp_med,0
recknagel,perimeter,144,1,2020,ro,veg,2019,2020,1,protected,commercial,exp_tall,0
recknagel,perimeter,144,1,2020,ro,veg,2019,2020,1,protected,commercial,exp_sapl,0
recknagel,perimeter,144,1,2020,ro,veg,2019,2020,1,protected,commercial,suppressed,0
recknagel,perimeter,144,1,2020,ro,veg,2019,2020,1,protected,commercial,exposed,4051.3433928239374
recknagel,perimeter,144,1,2020,ro,veg,2019,2020,1,protected,commercial,total,4051.3433928239374
recknagel,perimeter,144,1,2020,ro,veg,2019,2020,1,protected,commercial,winners,0
recknagel,perimeter,145,1,2020,sm,singl/unk,2019,2020,1,protected,commercial,sup_short,0
recknagel,perimeter,145,1,2020,sm,singl/unk,2019,2020,1,protected,commercial,sup_med,0
recknagel,perimeter,145,1,2020,sm,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
recknagel,perimeter,145,1,2020,sm,singl/unk,2019,2020,1,protected,commercial,sup_sapl,0
recknagel,perimeter,145,1,2020,sm,singl/unk,2019,2020,1,protected,commercial,exp_short,1012.8358482059843
recknagel,perimeter,145,1,2020,sm,singl/unk,2019,2020,1,protected,commercial,exp_med,0
recknagel,perimeter,145,1,2020,sm,singl/unk,2019,2020,1,protected,commercial,exp_tall,0
recknagel,perimeter,145,1,2020,sm,singl/unk,2019,2020,1,protected,commercial,exp_sapl,0
recknagel,perimeter,145,1,2020,sm,singl/unk,2019,2020,1,protected,commercial,suppressed,0
recknagel,perimeter,145,1,2020,sm,singl/unk,2019,2020,1,protected,commercial,exposed,1012.8358482059843
recknagel,perimeter,145,1,2020,sm,singl/unk,2019,2020,1,protected,commercial,total,1012.8358482059843
recknagel,perimeter,145,1,2020,sm,singl/unk,2019,2020,1,protected,commercial,winners,0
recknagel,perimeter,146,1,2020,bh,singl/unk,2019,2020,1,protected,commercial,sup_short,0
recknagel,perimeter,146,1,2020,bh,singl/unk,2019,2020,1,protected,commercial,sup_med,0
recknagel,perimeter,146,1,2020,bh,singl/unk,2019,2020,1,protected,commercial,sup_tall,0
