harvest,season,cut,year,numb_yrs_grow,point,location,wall,spp,count,origin,type,size,stems.per.acre
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,wa,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,wa,1,single,commercial,exp_short,2025.6506416604705
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,wa,1,single,commercial,exp_med,385.15496228238675
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,wa,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,wa,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,wa,1,single,commercial,suppressed,3038.4759624907056
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,wa,1,single,commercial,exposed,2410.805603942857
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,wa,1,single,commercial,total,5449.281566433563
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,bc,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,bc,1,single,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,bc,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,bc,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,bc,1,single,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,bc,1,single,commercial,exp_med,385.15496228238675
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,bc,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,bc,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,bc,1,single,commercial,suppressed,0
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,bc,1,single,commercial,exposed,385.15496228238675
recknagel_north,2023,2019,2023,4,1423,perimeter,protected,bc,1,single,commercial,total,385.15496228238675
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,wa,5,clump,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,wa,5,clump,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,wa,5,clump,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,wa,5,clump,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,wa,5,clump,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,wa,5,clump,commercial,exp_med,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,wa,5,clump,commercial,exp_tall,1925.7748114119338
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,wa,5,clump,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,wa,5,clump,commercial,suppressed,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,wa,5,clump,commercial,exposed,1925.7748114119338
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,wa,5,clump,commercial,total,1925.7748114119338
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ro,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ro,1,single,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ro,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ro,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ro,1,single,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ro,1,single,commercial,exp_med,385.15496228238675
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ro,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ro,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ro,1,single,commercial,suppressed,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ro,1,single,commercial,exposed,385.15496228238675
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ro,1,single,commercial,total,385.15496228238675
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ba,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ba,1,single,commercial,sup_med,385.15496228238675
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ba,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ba,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ba,1,single,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ba,1,single,commercial,exp_med,1155.4648868471602
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ba,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ba,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ba,1,single,commercial,suppressed,385.15496228238675
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ba,1,single,commercial,exposed,1155.4648868471602
recknagel_north,2023,2019,2023,4,1424,perimeter,protected,ba,1,single,commercial,total,1540.619849129547
recknagel_north,2023,2019,2023,4,1425,perimeter,protected,wa,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1425,perimeter,protected,wa,1,single,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1425,perimeter,protected,wa,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1425,perimeter,protected,wa,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1425,perimeter,protected,wa,1,single,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1425,perimeter,protected,wa,1,single,commercial,exp_med,385.15496228238675
recknagel_north,2023,2019,2023,4,1425,perimeter,protected,wa,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1425,perimeter,protected,wa,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1425,perimeter,protected,wa,1,single,commercial,suppressed,0
recknagel_north,2023,2019,2023,4,1425,perimeter,protected,wa,1,single,commercial,exposed,385.15496228238675
recknagel_north,2023,2019,2023,4,1425,perimeter,protected,wa,1,single,commercial,total,385.15496228238675
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,rm,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,rm,1,single,commercial,sup_med,385.15496228238675
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,rm,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,rm,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,rm,1,single,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,rm,1,single,commercial,exp_med,385.15496228238675
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,rm,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,rm,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,rm,1,single,commercial,suppressed,385.15496228238675
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,rm,1,single,commercial,exposed,385.15496228238675
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,rm,1,single,commercial,total,770.3099245647735
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,wa,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,wa,1,single,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,wa,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,wa,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,wa,1,single,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,wa,1,single,commercial,exp_med,1155.4648868471602
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,wa,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,wa,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,wa,1,single,commercial,suppressed,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,wa,1,single,commercial,exposed,1155.4648868471602
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,wa,1,single,commercial,total,1155.4648868471602
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ro,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ro,1,single,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ro,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ro,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ro,1,single,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ro,1,single,commercial,exp_med,385.15496228238675
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ro,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ro,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ro,1,single,commercial,suppressed,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ro,1,single,commercial,exposed,385.15496228238675
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ro,1,single,commercial,total,385.15496228238675
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ba,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ba,1,single,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ba,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ba,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ba,1,single,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ba,1,single,commercial,exp_med,385.15496228238675
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ba,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ba,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ba,1,single,commercial,suppressed,0
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ba,1,single,commercial,exposed,385.15496228238675
recknagel_north,2023,2019,2023,4,1426,perimeter,protected,ba,1,single,commercial,total,385.15496228238675
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,rp,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,rp,1,single,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,rp,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,rp,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,rp,1,single,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,rp,1,single,commercial,exp_med,385.15496228238675
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,rp,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,rp,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,rp,1,single,commercial,suppressed,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,rp,1,single,commercial,exposed,385.15496228238675
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,rp,1,single,commercial,total,385.15496228238675
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,wa,9,clump,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,wa,9,clump,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,wa,9,clump,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,wa,9,clump,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,wa,9,clump,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,wa,9,clump,commercial,exp_med,3466.394660541481
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,wa,9,clump,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,wa,9,clump,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,wa,9,clump,commercial,suppressed,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,wa,9,clump,commercial,exposed,3466.394660541481
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,wa,9,clump,commercial,total,3466.394660541481
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,ro,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,ro,1,single,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,ro,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,ro,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,ro,1,single,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,ro,1,single,commercial,exp_med,770.3099245647735
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,ro,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,ro,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,ro,1,single,commercial,suppressed,0
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,ro,1,single,commercial,exposed,770.3099245647735
recknagel_north,2023,2019,2023,4,1427,perimeter,protected,ro,1,single,commercial,total,770.3099245647735
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,rm,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,rm,1,single,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,rm,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,rm,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,rm,1,single,commercial,exp_short,1012.8253208302352
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,rm,1,single,commercial,exp_med,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,rm,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,rm,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,rm,1,single,commercial,suppressed,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,rm,1,single,commercial,exposed,1012.8253208302352
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,rm,1,single,commercial,total,1012.8253208302352
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,wa,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,wa,1,single,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,wa,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,wa,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,wa,1,single,commercial,exp_short,2025.6506416604705
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,wa,1,single,commercial,exp_med,2696.084735976707
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,wa,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,wa,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,wa,1,single,commercial,suppressed,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,wa,1,single,commercial,exposed,4721.735377637177
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,wa,1,single,commercial,total,4721.735377637177
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,bc,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,bc,1,single,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,bc,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,bc,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,bc,1,single,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,bc,1,single,commercial,exp_med,385.15496228238675
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,bc,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,bc,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,bc,1,single,commercial,suppressed,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,bc,1,single,commercial,exposed,385.15496228238675
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,bc,1,single,commercial,total,385.15496228238675
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,ro,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,ro,1,single,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,ro,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,ro,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,ro,1,single,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,ro,1,single,commercial,exp_med,1155.4648868471602
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,ro,1,single,commercial,exp_tall,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,ro,1,single,commercial,exp_sapl,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,ro,1,single,commercial,suppressed,0
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,ro,1,single,commercial,exposed,1155.4648868471602
recknagel_north,2023,2019,2023,4,1428,perimeter,protected,ro,1,single,commercial,total,1155.4648868471602
recknagel_north,2023,2019,2023,4,1429,perimeter,protected,sb,1,single,commercial,sup_short,0
recknagel_north,2023,2019,2023,4,1429,perimeter,protected,sb,1,single,commercial,sup_med,0
recknagel_north,2023,2019,2023,4,1429,perimeter,protected,sb,1,single,commercial,sup_tall,0
recknagel_north,2023,2019,2023,4,1429,perimeter,protected,sb,1,single,commercial,sup_sapl,0
recknagel_north,2023,2019,2023,4,1429,perimeter,protected,sb,1,single,commercial,exp_short,0
recknagel_north,2023,2019,2023,4,1429,perimeter,protected,sb,1,single,commercial,exp_med,0
